"key","date","to","from","action_team","notes","edge_label","pick_involved","rights_involved","teams_involved"
"cashChris Andersen","2016-02-16","Chris Andersen","cash","Grizzlies","3-team trade with Heat, Hornets","On 2016-02-16, Grizzlies make 3-team trade with Heat, Hornets for Chris Andersen, and in exhchange give cash to them.",FALSE,FALSE,"Grizzlies, Heat, Hornets"
"Courtney LeeJarred Vanderbilt","2016-02-16","Jarred Vanderbilt","Courtney Lee","Grizzlies","3-team trade with Heat, Hornets","On 2016-02-16, Grizzlies make 3-team trade with Heat, Hornets for 2018 second round pick (from Hornets) (#41-Jarred Vanderbilt), and in exhchange give Courtney Lee to them.",TRUE,FALSE,"Grizzlies, Heat, Hornets"
"cashJarred Vanderbilt","2016-02-16","Jarred Vanderbilt","cash","Grizzlies","3-team trade with Heat, Hornets","On 2016-02-16, Grizzlies make 3-team trade with Heat, Hornets for 2018 second round pick (from Hornets) (#41-Jarred Vanderbilt), and in exhchange give cash to them.",TRUE,FALSE,"Grizzlies, Heat, Hornets"
"Courtney LeeDe'Anthony Melton","2016-02-16","De'Anthony Melton","Courtney Lee","Grizzlies","3-team trade with Heat, Hornets","On 2016-02-16, Grizzlies make 3-team trade with Heat, Hornets for second round pick (from Heat) (protected #41-60 in 2017, unprotected in 2018) (2018 #46-De'Anthony Melton), and in exhchange give Courtney Lee to them.",TRUE,FALSE,"Grizzlies, Heat, Hornets"
"cashDe'Anthony Melton","2016-02-16","De'Anthony Melton","cash","Grizzlies","3-team trade with Heat, Hornets","On 2016-02-16, Grizzlies make 3-team trade with Heat, Hornets for second round pick (from Heat) (protected #41-60 in 2017, unprotected in 2018) (2018 #46-De'Anthony Melton), and in exhchange give cash to them.",TRUE,FALSE,"Grizzlies, Heat, Hornets"
"Brian RobertsChris Andersen","2016-02-16","Brian Roberts","Chris Andersen","Heat","3-team trade with Grizzlies, Hornets","On 2016-02-16, Heat make 3-team trade with Grizzlies, Hornets for Brian Roberts, and in exhchange give Chris Andersen to them.",FALSE,FALSE,"Heat, Grizzlies, Hornets"
"Brian RobertsDe'Anthony Melton","2016-02-16","Brian Roberts","De'Anthony Melton","Heat","3-team trade with Grizzlies, Hornets","On 2016-02-16, Heat make 3-team trade with Grizzlies, Hornets for Brian Roberts, and in exhchange give second round pick (protected #41-60 in 2017, unprotected in 2018) (2018 #46-De'Anthony Melton) to them.",TRUE,FALSE,"Heat, Grizzlies, Hornets"
"Brian RobertsCourtney Lee","2016-02-16","Courtney Lee","Brian Roberts","Hornets","3-team trade with Grizzlies, Heat","On 2016-02-16, Hornets make 3-team trade with Grizzlies, Heat for Courtney Lee, and in exhchange give Brian Roberts to them.",FALSE,FALSE,"Hornets, Grizzlies, Heat"
"Brian Robertscash","2016-02-16","cash","Brian Roberts","Hornets","3-team trade with Grizzlies, Heat","On 2016-02-16, Hornets make 3-team trade with Grizzlies, Heat for cash, and in exhchange give Brian Roberts to them.",FALSE,FALSE,"Hornets, Grizzlies, Heat"
"Brandon JenningsTobias Harris","2016-02-16","Brandon Jennings","Tobias Harris","Magic","trade with Pistons","On 2016-02-16, Magic make trade with Pistons for Brandon Jennings, and in exhchange give Tobias Harris to them.",FALSE,FALSE,"Magic, Pistons"
"Ersan IlyasovaTobias Harris","2016-02-16","Ersan Ilyasova","Tobias Harris","Magic","trade with Pistons","On 2016-02-16, Magic make trade with Pistons for Ersan Ilyasova, and in exhchange give Tobias Harris to them.",FALSE,FALSE,"Magic, Pistons"
"Channing FryeJared Cunningham","2016-02-18","Channing Frye","Jared Cunningham","Cavaliers","trade with Magic","On 2016-02-18, Cavaliers make trade with Magic for Channing Frye, and in exhchange give Jared Cunningham to them.",FALSE,FALSE,"Cavaliers, Magic"
"Justin HolidayKirk Hinrich","2016-02-18","Justin Holiday","Kirk Hinrich","Bulls","3-team trade with Jazz, Hawks","On 2016-02-18, Bulls make 3-team trade with Jazz, Hawks for Justin Holiday, and in exhchange give Kirk Hinrich to them.",FALSE,FALSE,"Bulls, Jazz, Hawks"
"Kirk HinrichSviatoslav Mykhailiuk / Svi Mykhailiuk","2016-02-18","Sviatoslav Mykhailiuk / Svi Mykhailiuk","Kirk Hinrich","Bulls","3-team trade with Jazz, Hawks","On 2016-02-18, Bulls make 3-team trade with Jazz, Hawks for 2018 second round pick (from Jazz) (#47-Sviatoslav Mykhailiuk / Svi Mykhailiuk), and in exhchange give Kirk Hinrich to them.",TRUE,FALSE,"Bulls, Jazz, Hawks"
"Kirk HinrichShelvin Mack","2016-02-18","Kirk Hinrich","Shelvin Mack","Hawks","3-team trade with Bulls, Jazz","On 2016-02-18, Hawks make 3-team trade with Bulls, Jazz for Kirk Hinrich, and in exhchange give Shelvin Mack to them.",FALSE,FALSE,"Hawks, Bulls, Jazz"
"Shelvin MackSviatoslav Mykhailiuk / Svi Mykhailiuk","2016-02-18","Shelvin Mack","Sviatoslav Mykhailiuk / Svi Mykhailiuk","Jazz","3-team trade with Bulls, Hawks","On 2016-02-18, Jazz make 3-team trade with Bulls, Hawks for Shelvin Mack, and in exhchange give 2018 second round pick (#47-Sviatoslav Mykhailiuk / Svi Mykhailiuk) to them.",TRUE,FALSE,"Jazz, Bulls, Hawks"
"Jarnell StokesTony Carr","2016-02-18","Tony Carr","Jarnell Stokes","Heat","trade with Pelicans","On 2016-02-18, Heat make trade with Pelicans for 2018 second round pick (protected top 55, subsequent trade of this pick back to Pelicans effectively removed protection) (#51-Tony Carr), and in exhchange give Jarnell Stokes to them.",TRUE,FALSE,"Heat, Pelicans"
"cashTony Carr","2016-02-18","Tony Carr","cash","Heat","trade with Pelicans","On 2016-02-18, Heat make trade with Pelicans for 2018 second round pick (protected top 55, subsequent trade of this pick back to Pelicans effectively removed protection) (#51-Tony Carr), and in exhchange give cash considerations to them.",TRUE,FALSE,"Heat, Pelicans"
"D.J. AugustineRandy Foye","2016-02-18","D.J. Augustine","Randy Foye","Nuggets","trade with Thunder","On 2016-02-18, Nuggets make trade with Thunder for D.J. Augustine, and in exhchange give Randy Foye to them.",FALSE,FALSE,"Nuggets, Thunder"
"Randy FoyeSteve Novak","2016-02-18","Steve Novak","Randy Foye","Nuggets","trade with Thunder","On 2016-02-18, Nuggets make trade with Thunder for Steve Novak, and in exhchange give Randy Foye to them.",FALSE,FALSE,"Nuggets, Thunder"
"Petr CornelieRandy Foye","2016-02-18","Petr Cornelie","Randy Foye","Nuggets","trade with Thunder","On 2016-02-18, Nuggets make trade with Thunder for 2016 second round pick (protected #56-60 in 2016, unprotected in 2017) (2016 #53-Petr Cornelie), and in exhchange give Randy Foye to them.",TRUE,FALSE,"Nuggets, Thunder"
"Daniel HamiltonRandy Foye","2016-02-18","Daniel Hamilton","Randy Foye","Nuggets","trade with Thunder","On 2016-02-18, Nuggets make trade with Thunder for 2016 second round pick (#56-Daniel Hamilton), and in exhchange give Randy Foye to them.",TRUE,FALSE,"Nuggets, Thunder"
"Jeff GreenLance Stephenson","2016-02-18","Jeff Green","Lance Stephenson","Clippers","trade with Grizzlies","On 2016-02-18, Clippers make trade with Grizzlies for Jeff Green, and in exhchange give Lance Stephenson to them.",FALSE,FALSE,"Clippers, Grizzlies"
"Anderson Varejaofree agency","2016-02-18","free agency","Anderson Varejao","Blazers","waived","On 2016-02-18, Anderson Varejao becomes a free agent from Blazers",FALSE,FALSE,"Blazers"
"David Leefree agency","2016-02-19","free agency","David Lee","Celtics","waived","On 2016-02-19, David Lee becomes a free agent from Celtics",FALSE,FALSE,"Celtics"
"free agencyJarnell Stokes","2016-02-19","free agency","Jarnell Stokes","Pelicans","waived","On 2016-02-19, Jarnell Stokes becomes a free agent from Pelicans",FALSE,FALSE,"Pelicans"
"free agencyJason Thompson","2016-02-22","free agency","Jason Thompson","Warriors","waived","On 2016-02-22, Jason Thompson becomes a free agent from Warriors",FALSE,FALSE,"Warriors"
"free agencyJoe Johnson","2016-02-25","free agency","Joe Johnson","Nets","waived","On 2016-02-25, Joe Johnson becomes a free agent from Nets",FALSE,FALSE,"Nets"
"free agencyKris Humphries","2016-02-28","free agency","Kris Humphries","Suns","waived","On 2016-02-28, Kris Humphries becomes a free agent from Suns",FALSE,FALSE,"Suns"
"free agencyRay McCallum Jr.","2016-02-29","free agency","Ray McCallum Jr.","Spurs","waived","On 2016-02-29, Ray McCallum Jr. becomes a free agent from Spurs",FALSE,FALSE,"Spurs"
"free agencyTy Lawson","2016-03-01","free agency","Ty Lawson","Rockets","waived","On 2016-03-01, Ty Lawson becomes a free agent from Rockets",FALSE,FALSE,"Rockets"
"free agencyKevin Martin","2016-03-01","free agency","Kevin Martin","Timberwolves","waived","On 2016-03-01, Kevin Martin becomes a free agent from Timberwolves",FALSE,FALSE,"Timberwolves"
"free agencyJames Ennis","2016-03-02","free agency","James Ennis","Grizzlies","waived","On 2016-03-02, James Ennis becomes a free agent from Grizzlies",FALSE,FALSE,"Grizzlies"
"Chase Budingerfree agency","2016-03-05","free agency","Chase Budinger","Pacers","waived","On 2016-03-05, Chase Budinger becomes a free agent from Pacers",FALSE,FALSE,"Pacers"
"Alan Williamsfree agency","2016-03-08","Alan Williams","free agency","Suns","signed free agent to a 10-day contract","On 2016-03-08, Alan Williams is signed free agent to a 10-day contract by Suns",FALSE,FALSE,"Suns"
"free agencyMario Chalmers","2016-03-10","free agency","Mario Chalmers","Grizzlies","waived","On 2016-03-10, Mario Chalmers becomes a free agent from Grizzlies",FALSE,FALSE,"Grizzlies"
"free agencyXavier Munford","2016-03-16","Xavier Munford","free agency","Grizzlies","signed free agent to a 10-day contract","On 2016-03-16, Xavier Munford is signed free agent to a 10-day contract by Grizzlies",FALSE,FALSE,"Grizzlies"
"Cameron BairstowSpencer Dinwiddie","2016-06-17","Spencer Dinwiddie","Cameron Bairstow","Bulls","trade with Pistons","On 2016-06-17, Bulls make trade with Pistons for Spencer Dinwiddie, and in exhchange give Cameron Bairstow to them.",FALSE,FALSE,"Bulls, Pistons"
"Derrick RoseRobin Lopez","2016-06-22","Robin Lopez","Derrick Rose","Bulls","trade with Knicks","On 2016-06-22, Bulls make trade with Knicks for Robin Lopez, and in exhchange give Derrick Rose to them.",FALSE,FALSE,"Bulls, Knicks"
"Justin HolidayRobin Lopez","2016-06-22","Robin Lopez","Justin Holiday","Bulls","trade with Knicks","On 2016-06-22, Bulls make trade with Knicks for Robin Lopez, and in exhchange give Justin Holiday to them.",FALSE,FALSE,"Bulls, Knicks"
"Damyean DotsonRobin Lopez","2016-06-22","Robin Lopez","Damyean Dotson","Bulls","trade with Knicks","On 2016-06-22, Bulls make trade with Knicks for Robin Lopez, and in exhchange give 2017 second round pick (#44-Damyean Dotson) to them.",TRUE,FALSE,"Bulls, Knicks"
"Derrick RoseJerian Grant","2016-06-22","Jerian Grant","Derrick Rose","Bulls","trade with Knicks","On 2016-06-22, Bulls make trade with Knicks for Jerian Grant, and in exhchange give Derrick Rose to them.",FALSE,FALSE,"Bulls, Knicks"
"Jerian GrantJustin Holiday","2016-06-22","Jerian Grant","Justin Holiday","Bulls","trade with Knicks","On 2016-06-22, Bulls make trade with Knicks for Jerian Grant, and in exhchange give Justin Holiday to them.",FALSE,FALSE,"Bulls, Knicks"
"Damyean DotsonJerian Grant","2016-06-22","Jerian Grant","Damyean Dotson","Bulls","trade with Knicks","On 2016-06-22, Bulls make trade with Knicks for Jerian Grant, and in exhchange give 2017 second round pick (#44-Damyean Dotson) to them.",TRUE,FALSE,"Bulls, Knicks"
"Derrick RoseJose Calderon","2016-06-22","Jose Calderon","Derrick Rose","Bulls","trade with Knicks","On 2016-06-22, Bulls make trade with Knicks for Jose Calderon, and in exhchange give Derrick Rose to them.",FALSE,FALSE,"Bulls, Knicks"
"Jose CalderonJustin Holiday","2016-06-22","Jose Calderon","Justin Holiday","Bulls","trade with Knicks","On 2016-06-22, Bulls make trade with Knicks for Jose Calderon, and in exhchange give Justin Holiday to them.",FALSE,FALSE,"Bulls, Knicks"
"Damyean DotsonJose Calderon","2016-06-22","Jose Calderon","Damyean Dotson","Bulls","trade with Knicks","On 2016-06-22, Bulls make trade with Knicks for Jose Calderon, and in exhchange give 2017 second round pick (#44-Damyean Dotson) to them.",TRUE,FALSE,"Bulls, Knicks"
"cashJake Layman","2016-06-23","Jake Layman","cash","Blazers","trade with Magic","On 2016-06-23, Blazers make trade with Magic for rights to Jake Layman, and in exhchange give cash considerations to them.",FALSE,TRUE,"Blazers, Magic"
"cashPatrick McCaw","2016-06-23","cash","Patrick McCaw","Bucks","trade with Warriors","On 2016-06-23, Bucks make trade with Warriors for cash considerations, and in exhchange give rights to Patrick McCaw to them.",FALSE,TRUE,"Bucks, Warriors"
"Cheick DialloDavid Michineau","2016-06-23","David Michineau","Cheick Diallo","Clippers","trade with Pelicans","On 2016-06-23, Clippers make trade with Pelicans for rights to David Michineau, and in exhchange give rights to Cheick Diallo to them.",FALSE,TRUE,"Clippers, Pelicans"
"Cheick DialloDiamond Stone","2016-06-23","Diamond Stone","Cheick Diallo","Clippers","trade with Pelicans","On 2016-06-23, Clippers make trade with Pelicans for rights to Diamond Stone, and in exhchange give rights to Cheick Diallo to them.",FALSE,TRUE,"Clippers, Pelicans"
"Isaiah WhiteheadMarcus Paige","2016-06-23","Marcus Paige","Isaiah Whitehead","Jazz","trade with Nets","On 2016-06-23, Jazz make trade with Nets for rights to Marcus Paige, and in exhchange give rights to Isaiah Whitehead to them.",FALSE,TRUE,"Jazz, Nets"
"cashIsaiah Whitehead","2016-06-23","cash","Isaiah Whitehead","Jazz","trade with Nets","On 2016-06-23, Jazz make trade with Nets for cash considerations, and in exhchange give rights to Isaiah Whitehead to them.",FALSE,TRUE,"Jazz, Nets"
"Bogdan BogdanovicMarquese Chriss","2016-06-23","Bogdan Bogdanovic","Marquese Chriss","Kings","trade with Suns","On 2016-06-23, Kings make trade with Suns for rights to Bogdan Bogdanovic, and in exhchange give rights to Marquese Chriss to them.",FALSE,TRUE,"Kings, Suns"
"Georgios Papagiannis / Giorgios Papagiannis / George PapagiannisMarquese Chriss","2016-06-23","Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis","Marquese Chriss","Kings","trade with Suns","On 2016-06-23, Kings make trade with Suns for rights to Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis, and in exhchange give rights to Marquese Chriss to them.",FALSE,TRUE,"Kings, Suns"
"Marquese ChrissSkal Labissiere","2016-06-23","Skal Labissiere","Marquese Chriss","Kings","trade with Suns","On 2016-06-23, Kings make trade with Suns for rights to Skal Labissiere, and in exhchange give rights to Marquese Chriss to them.",FALSE,TRUE,"Kings, Suns"
"Serge IbakaVictor Oladipo","2016-06-23","Serge Ibaka","Victor Oladipo","Magic","trade with Thunder","On 2016-06-23, Magic make trade with Thunder for Serge Ibaka, and in exhchange give Victor Oladipo to them.",FALSE,FALSE,"Magic, Thunder"
"Ersan IlyasovaSerge Ibaka","2016-06-23","Serge Ibaka","Ersan Ilyasova","Magic","trade with Thunder","On 2016-06-23, Magic make trade with Thunder for Serge Ibaka, and in exhchange give Ersan Ilyasova to them.",FALSE,FALSE,"Magic, Thunder"
"Domantas Sabonis / Domas SabonisSerge Ibaka","2016-06-23","Serge Ibaka","Domantas Sabonis / Domas Sabonis","Magic","trade with Thunder","On 2016-06-23, Magic make trade with Thunder for Serge Ibaka, and in exhchange give rights to Domantas Sabonis / Domas Sabonis to them.",FALSE,TRUE,"Magic, Thunder"
"cashDaniel Hamilton","2016-06-23","cash","Daniel Hamilton","Nuggets","trade with Thunder","On 2016-06-23, Nuggets make trade with Thunder for cash considerations, and in exhchange give rights to Daniel Hamilton to them.",FALSE,TRUE,"Nuggets, Thunder"
"cashKahlil Felder / Kay Felder","2016-06-24","Kahlil Felder / Kay Felder","cash","Cavaliers","trade with Hawks","On 2016-06-24, Cavaliers make trade with Hawks for rights to Kahlil Felder / Kay Felder, and in exhchange give cash considerations to them.",FALSE,TRUE,"Cavaliers, Hawks"
"Damien Inglisfree agency","2016-06-29","free agency","Damien Inglis","Bucks","waived","On 2016-06-29, Damien Inglis becomes a free agent from Bucks",FALSE,FALSE,"Bucks"
"free agencyJohnny O'Bryant III","2016-06-29","free agency","Johnny O'Bryant III","Bucks","waived","On 2016-06-29, Johnny O'Bryant III becomes a free agent from Bucks",FALSE,FALSE,"Bucks"
"Festus Ezelifree agency","2016-07-07","Festus Ezeli","free agency","Blazers","signed unrestricted free agent to a 2-year, $15M contract (second year is team option)","On 2016-07-07, Festus Ezeli is signed unrestricted free agent to a 2-year, $15M contract (second year is team option) by Blazers",FALSE,FALSE,"Blazers"
"free agencySpencer Dinwiddie","2016-07-07","free agency","Spencer Dinwiddie","Bulls","waived","On 2016-07-07, Spencer Dinwiddie becomes a free agent from Bulls",FALSE,FALSE,"Bulls"
