"key","date","to","from","action_team","notes","edge_label","pick_involved","rights_involved","teams_involved"
"De'Aaron FoxJayson Tatum","2015-07-09","Jayson Tatum","De'Aaron Fox","76ers","trade with Kings","On 2015-07-09, 76ers make trade with Kings for 76ers option to swap 2017 first round picks with Kings (Kings pick protected #11-30 if Kings do not convey first round pick to Cavaliers in 2016) (#3-Jayson Tatum), and in exhchange give 76ers option to swap 2017 first round picks with Kings (Kings pick protected #11-30 if Kings do not convey first round pick to Cavaliers in 2016) (#5-De'Aaron Fox) to them.",TRUE,FALSE,"76ers, Kings"
"Al-Farouq Aminufree agency","2015-07-09","Al-Farouq Aminu","free agency","Blazers","signed unrestricted free agent to a 4-year, $30M contract","On 2015-07-09, Al-Farouq Aminu is signed unrestricted free agent to a 4-year, $30M contract by Blazers",FALSE,FALSE,"Blazers"
"Ed Davis (afree agency","2015-07-09","Ed Davis (a","free agency","Blazers","signed unrestricted free agent to a 3-year, $20M contract","On 2015-07-09, Ed Davis (a) is signed unrestricted free agent to a 3-year, $20M contract by Blazers",FALSE,FALSE,"Blazers"
"free agencyGreg Monroe","2015-07-09","Greg Monroe","free agency","Bucks","signed unrestricted free agent to a 3-year, $50M contract","On 2015-07-09, Greg Monroe is signed unrestricted free agent to a 3-year, $50M contract by Bucks",FALSE,FALSE,"Bucks"
"Amir Johnsonfree agency","2015-07-09","Amir Johnson","free agency","Celtics","signed unrestricted free agent to a 2-year contract","On 2015-07-09, Amir Johnson is signed unrestricted free agent to a 2-year contract by Celtics",FALSE,FALSE,"Celtics"
"free agencyWesley Johnson / Wes Johnson","2015-07-09","Wesley Johnson / Wes Johnson","free agency","Clippers","signed unrestricted free agent to a 1-year minimum contract","On 2015-07-09, Wesley Johnson / Wes Johnson is signed unrestricted free agent to a 1-year minimum contract by Clippers",FALSE,FALSE,"Clippers"
"Brandan Wrightfree agency","2015-07-09","Brandan Wright","free agency","Grizzlies","signed unrestricted free agent to a reported 3-year, $18M contract","On 2015-07-09, Brandan Wright is signed unrestricted free agent to a reported 3-year, $18M contract by Grizzlies",FALSE,FALSE,"Grizzlies"
"free agencyJustin Holiday","2015-07-09","Justin Holiday","free agency","Hawks","signed unrestricted free agent to a 2-year contract","On 2015-07-09, Justin Holiday is signed unrestricted free agent to a 2-year contract by Hawks",FALSE,FALSE,"Hawks"
"free agencyPaul Millsap","2015-07-09","Paul Millsap","free agency","Hawks","signed unrestricted free agent to a 3-year, $58.9M contract (third year is player option)","On 2015-07-09, Paul Millsap is signed unrestricted free agent to a 3-year, $58.9M contract (third year is player option) by Hawks",FALSE,FALSE,"Hawks"
"Giorgos PrintezisTiago Splitter","2015-07-09","Tiago Splitter","Giorgos Printezis","Hawks","trade with Spurs","On 2015-07-09, Hawks make trade with Spurs for Tiago Splitter, and in exhchange give rights to Giorgos Printezis to them.",FALSE,TRUE,"Hawks, Spurs"
"free agencyGerald Green (b","2015-07-09","Gerald Green (b","free agency","Heat","signed unrestricted free agent to a 1-year, $1.3M contract","On 2015-07-09, Gerald Green (b) is signed unrestricted free agent to a 1-year, $1.3M contract by Heat",FALSE,FALSE,"Heat"
"free agencyJeremy Lin","2015-07-09","Jeremy Lin","free agency","Hornets","signed unrestricted free agent to a 2-year, reported $4M contract","On 2015-07-09, Jeremy Lin is signed unrestricted free agent to a 2-year, reported $4M contract by Hornets",FALSE,FALSE,"Hornets"
"Isaiah CousinsRay McCallum Jr.","2015-07-09","Isaiah Cousins","Ray McCallum Jr.","Kings","trade with Spurs","On 2015-07-09, Kings make trade with Spurs for 2016 second round pick (#59-Isaiah Cousins), and in exhchange give Ray McCallum Jr. to them.",TRUE,FALSE,"Kings, Spurs"
"Arron Afflalofree agency","2015-07-09","Arron Afflalo","free agency","Knicks","signed unrestricted free agent to a 2-year, $16M contract","On 2015-07-09, Arron Afflalo is signed unrestricted free agent to a 2-year, $16M contract by Knicks",FALSE,FALSE,"Knicks"
"Derrick Williamsfree agency","2015-07-09","Derrick Williams","free agency","Knicks","signed unrestricted free agent to a 2-year, $10M contract (second year is player option)","On 2015-07-09, Derrick Williams is signed unrestricted free agent to a 2-year, $10M contract (second year is player option) by Knicks",FALSE,FALSE,"Knicks"
"free agencyRobin Lopez","2015-07-09","Robin Lopez","free agency","Knicks","signed unrestricted free agent to a 4-year contract / 3-year, $60M contract (P)","On 2015-07-09, Robin Lopez is signed unrestricted free agent to a 4-year contract / 3-year, $60M contract (P) by Knicks",FALSE,FALSE,"Knicks"
"Brandon Bassfree agency","2015-07-09","Brandon Bass","free agency","Lakers","signed unrestricted free agent to a 2-year contract","On 2015-07-09, Brandon Bass is signed unrestricted free agent to a 2-year contract by Lakers",FALSE,FALSE,"Lakers"
"free agencyLouis Williams / Lou Williams","2015-07-09","Louis Williams / Lou Williams","free agency","Lakers","signed unrestricted free agent to a 3-year, $21M contract","On 2015-07-09, Louis Williams / Lou Williams is signed unrestricted free agent to a 3-year, $21M contract by Lakers",FALSE,FALSE,"Lakers"
"C.J. Watsonfree agency","2015-07-09","C.J. Watson","free agency","Magic","signed unrestricted free agent to a 3-year, $15M contract","On 2015-07-09, C.J. Watson is signed unrestricted free agent to a 3-year, $15M contract by Magic",FALSE,FALSE,"Magic"
"free agencyWesley Matthews / Wes Matthews Jr.","2015-07-09","Wesley Matthews / Wes Matthews Jr.","free agency","Mavericks","signed unrestricted free agent to a 4-year, $70M contract","On 2015-07-09, Wesley Matthews / Wes Matthews Jr. is signed unrestricted free agent to a 4-year, $70M contract by Mavericks",FALSE,FALSE,"Mavericks"
"free agencyShane Larkin","2015-07-09","Shane Larkin","free agency","Nets","signed unrestricted free agent to a 2-year, $3M contract","On 2015-07-09, Shane Larkin is signed unrestricted free agent to a 2-year, $3M contract by Nets",FALSE,FALSE,"Nets"
"free agencyWayne Ellington","2015-07-09","Wayne Ellington","free agency","Nets","signed unrestricted free agent to a 1-year contract","On 2015-07-09, Wayne Ellington is signed unrestricted free agent to a 1-year contract by Nets",FALSE,FALSE,"Nets"
"free agencyWillie Reed","2015-07-09","Willie Reed","free agency","Nets","signed free agent to a 1-year contract","On 2015-07-09, Willie Reed is signed free agent to a 1-year contract by Nets",FALSE,FALSE,"Nets"
"Cory Josephfree agency","2015-07-09","Cory Joseph","free agency","Raptors","signed unrestricted free agent to a 4-year, $30M contract","On 2015-07-09, Cory Joseph is signed unrestricted free agent to a 4-year, $30M contract by Raptors",FALSE,FALSE,"Raptors"
"DeMarre Carrollfree agency","2015-07-09","DeMarre Carroll","free agency","Raptors","signed unrestricted free agent to a 4-year, $60M contract","On 2015-07-09, DeMarre Carroll is signed unrestricted free agent to a 4-year, $60M contract by Raptors",FALSE,FALSE,"Raptors"
"free agencyLuis Scola","2015-07-09","Luis Scola","free agency","Raptors","signed unrestricted free agent to a 1-year, $3M contract","On 2015-07-09, Luis Scola is signed unrestricted free agent to a 1-year, $3M contract by Raptors",FALSE,FALSE,"Raptors"
"free agencyLaMarcus Aldridge","2015-07-09","LaMarcus Aldridge","free agency","Spurs","signed unrestricted free agent to a 4-year, $80M contract","On 2015-07-09, LaMarcus Aldridge is signed unrestricted free agent to a 4-year, $80M contract by Spurs",FALSE,FALSE,"Spurs"
"free agencyTyson Chandler","2015-07-09","Tyson Chandler","free agency","Suns","signed unrestricted free agent to a 4-year, $52M contract","On 2015-07-09, Tyson Chandler is signed unrestricted free agent to a 4-year, $52M contract by Suns",FALSE,FALSE,"Suns"
"free agencyGary Neal","2015-07-09","Gary Neal","free agency","Wizards","signed unrestricted free agent to a 1-year, $2.1M contract","On 2015-07-09, Gary Neal is signed unrestricted free agent to a 1-year, $2.1M contract by Wizards",FALSE,FALSE,"Wizards"
"cashKyle O'Quinn","2015-07-09","Kyle O'Quinn","cash","Knicks","trade with Magic","On 2015-07-09, Knicks make trade with Magic for Kyle O'Quinn, and in exhchange give cash considerations to them.",FALSE,FALSE,"Knicks, Magic"
"free agencyMaurice Williams / Mo Williams","2015-07-10","Maurice Williams / Mo Williams","free agency","Cavaliers","signed unrestricted free agent to a 2-year, $4.3M contract","On 2015-07-10, Maurice Williams / Mo Williams is signed unrestricted free agent to a 2-year, $4.3M contract by Cavaliers",FALSE,FALSE,"Cavaliers"
"free agencyPaul Pierce","2015-07-10","Paul Pierce","free agency","Clippers","signed unrestricted free agent to a 3-year, $10M contract","On 2015-07-10, Paul Pierce is signed unrestricted free agent to a 3-year, $10M contract by Clippers",FALSE,FALSE,"Clippers"
"free agencyLuis Montero","2015-07-11","Luis Montero","free agency","Blazers","signed free agent","On 2015-07-11, Luis Montero is signed free agent by Blazers",FALSE,FALSE,"Blazers"
"Deron Williamsfree agency","2015-07-11","free agency","Deron Williams","Nets","waived (reached contract buyout agreement)","On 2015-07-11, Deron Williams becomes a free agent from Nets",FALSE,FALSE,"Nets"
"Chase BudingerDamjan Rudez","2015-07-11","Chase Budinger","Damjan Rudez","Pacers","trade with Timberwoves","On 2015-07-11, Pacers make trade with Timberwoves for Chase Budinger, and in exhchange give Damjan Rudez to them.",FALSE,FALSE,"Pacers, Timberwoves"
"Cristiano Feliciofree agency","2015-07-12","Cristiano Felicio","free agency","Bulls","signed free agent","On 2015-07-12, Cristiano Felicio is signed free agent by Bulls",FALSE,FALSE,"Bulls"
"Andrea Bargnanifree agency","2015-07-12","Andrea Bargnani","free agency","Nets","signed unrestricted free agent to a 1-year minimum contract with a 1-year player option","On 2015-07-12, Andrea Bargnani is signed unrestricted free agent to a 1-year minimum contract with a 1-year player option by Nets",FALSE,FALSE,"Nets"
"Aron Baynesfree agency","2015-07-12","Aron Baynes","free agency","Pistons","signed unrestricted free agent to a 3-year contract","On 2015-07-12, Aron Baynes is signed unrestricted free agent to a 3-year contract by Pistons",FALSE,FALSE,"Pistons"
"Alan Andersonfree agency","2015-07-12","Alan Anderson","free agency","Wizards","signed unrestricted free agent to a 1-year, $4M contract","On 2015-07-12, Alan Anderson is signed unrestricted free agent to a 1-year, $4M contract by Wizards",FALSE,FALSE,"Wizards"
"Cole Aldrichfree agency","2015-07-13","Cole Aldrich","free agency","Clippers","signed unrestricted free agent to a 1-year minimum contract with a 1-year player option (date 07-12 per R, 07-13 per P)","On 2015-07-13, Cole Aldrich is signed unrestricted free agent to a 1-year minimum contract with a 1-year player option (date 07-12 per R, 07-13 per P) by Clippers",FALSE,FALSE,"Clippers"
"free agencyKosta Koufos","2015-07-13","Kosta Koufos","free agency","Kings","signed unrestricted free agent to a 4-year, $33M contract","On 2015-07-13, Kosta Koufos is signed unrestricted free agent to a 4-year, $33M contract by Kings",FALSE,FALSE,"Kings"
"free agencyMarco Belinelli","2015-07-13","Marco Belinelli","free agency","Kings","signed unrestricted free agent to a 3-year, $19M contract","On 2015-07-13, Marco Belinelli is signed unrestricted free agent to a 3-year, $19M contract by Kings",FALSE,FALSE,"Kings"
"free agencyRajon Rondo","2015-07-13","Rajon Rondo","free agency","Kings","signed unrestricted free agent to a 1-year, $10M contract","On 2015-07-13, Rajon Rondo is signed unrestricted free agent to a 1-year, $10M contract by Kings",FALSE,FALSE,"Kings"
"Cory Jeffersonfree agency","2015-07-13","free agency","Cory Jefferson","Nets","waived","On 2015-07-13, Cory Jefferson becomes a free agent from Nets",FALSE,FALSE,"Nets"
"Quincy MillerSteve Blake","2015-07-13","Quincy Miller","Steve Blake","Nets","trade with Pistons","On 2015-07-13, Nets make trade with Pistons for Quincy Miller, and in exhchange give Steve Blake to them.",FALSE,FALSE,"Nets, Pistons"
"free agencyPierre Jackson","2015-07-14","Pierre Jackson","free agency","76ers","signed free agent to a 4-year contract (last 3 years are team options)","On 2015-07-14, Pierre Jackson is signed free agent to a 4-year contract (last 3 years are team options) by 76ers",FALSE,FALSE,"76ers"
"Kevin HerveyPerry Jones III","2015-07-14","Perry Jones III","Kevin Hervey","Celtics","trade with Thunder","On 2015-07-14, Celtics make trade with Thunder for Perry Jones III, and in exhchange give 2018 second round pick (protected top 55) (#57-Kevin Hervey) to them.",TRUE,FALSE,"Celtics, Thunder"
"cashKevin Hervey","2015-07-14","cash","Kevin Hervey","Celtics","trade with Thunder","On 2015-07-14, Celtics make trade with Thunder for cash, and in exhchange give 2018 second round pick (protected top 55) (#57-Kevin Hervey) to them.",TRUE,FALSE,"Celtics, Thunder"
"Aaron Harrisonfree agency","2015-07-14","Aaron Harrison","free agency","Hornets","signed free agent to a 2-year contract","On 2015-07-14, Aaron Harrison is signed free agent to a 2-year contract by Hornets",FALSE,FALSE,"Hornets"
"free agencyLuc Richard Mbah a Moute / Luc Mbah a Moute","2015-07-14","Luc Richard Mbah a Moute / Luc Mbah a Moute","free agency","Kings","signed unrestricted free agent","On 2015-07-14, Luc Richard Mbah a Moute / Luc Mbah a Moute is signed unrestricted free agent by Kings",FALSE,FALSE,"Kings"
"free agencyJason Smith","2015-07-14","Jason Smith","free agency","Magic","signed unrestricted free agent to a 1-year.$4.5M contract","On 2015-07-14, Jason Smith is signed unrestricted free agent to a 1-year.$4.5M contract by Magic",FALSE,FALSE,"Magic"
"free agencyJordan Hill","2015-07-14","Jordan Hill","free agency","Pacers","signed unrestricted free agent to a 1-year, $5M contract","On 2015-07-14, Jordan Hill is signed unrestricted free agent to a 1-year, $5M contract by Pacers",FALSE,FALSE,"Pacers"
"free agencyMonta Ellis","2015-07-14","Monta Ellis","free agency","Pacers","signed unrestricted free agent to a 4-year, $44M contract","On 2015-07-14, Monta Ellis is signed unrestricted free agent to a 4-year, $44M contract by Pacers",FALSE,FALSE,"Pacers"
"free agencyPhil Pressey","2015-07-15","free agency","Phil Pressey","Celtics","waived","On 2015-07-15, Phil Pressey becomes a free agent from Celtics",FALSE,FALSE,"Celtics"
"free agencyJosh Smith","2015-07-16","Josh Smith","free agency","Clippers","signed unrestricted free agent to a 1-year minimum contract","On 2015-07-16, Josh Smith is signed unrestricted free agent to a 1-year minimum contract by Clippers",FALSE,FALSE,"Clippers"
"Alonzo Geefree agency","2015-07-16","Alonzo Gee","free agency","Pelicans","signed unrestricted free agent to a 1-year minimum contract with a 1-year player option","On 2015-07-16, Alonzo Gee is signed unrestricted free agent to a 1-year minimum contract with a 1-year player option by Pelicans",FALSE,FALSE,"Pelicans"
"David Westfree agency","2015-07-16","David West","free agency","Spurs","signed unrestricted free agent to a 1-year minimum contract","On 2015-07-16, David West is signed unrestricted free agent to a 1-year minimum contract by Spurs",FALSE,FALSE,"Spurs"
"free agencyMirza Teletovic","2015-07-16","Mirza Teletovic","free agency","Suns","signed unrestricted free agent to a 1-year, $5.5M contract","On 2015-07-16, Mirza Teletovic is signed unrestricted free agent to a 1-year, $5.5M contract by Suns",FALSE,FALSE,"Suns"
"free agencyRonnie Price","2015-07-16","Ronnie Price","free agency","Suns","signed unrestricted free agent to a 1-year minimum contract (P) / 2-year contract (SN)","On 2015-07-16, Ronnie Price is signed unrestricted free agent to a 1-year minimum contract (P) / 2-year contract (SN) by Suns",FALSE,FALSE,"Suns"
"free agencySonny Weems","2015-07-16","Sonny Weems","free agency","Suns","signed unrestricted free agent to a 2-year, $5.8M contract","On 2015-07-16, Sonny Weems is signed unrestricted free agent to a 2-year, $5.8M contract by Suns",FALSE,FALSE,"Suns"
"Boban Marjanovicfree agency","2015-07-17","Boban Marjanovic","free agency","Spurs","signed free agent to a 1-year, $2M contract","On 2015-07-17, Boban Marjanovic is signed free agent to a 1-year, $2M contract by Spurs",FALSE,FALSE,"Spurs"
"free agencyScottie Wilbekin","2015-07-18","Scottie Wilbekin","free agency","76ers","signed free agent to a 4-year contract","On 2015-07-18, Scottie Wilbekin is signed free agent to a 4-year contract by 76ers",FALSE,FALSE,"76ers"
"Bismack Biyombofree agency","2015-07-18","Bismack Biyombo","free agency","Raptors","signed unrestricted free agent to a 2-year, $6M contract","On 2015-07-18, Bismack Biyombo is signed unrestricted free agent to a 2-year, $6M contract by Raptors",FALSE,FALSE,"Raptors"
"Nick JohnsonTy Lawson","2015-07-20","Nick Johnson","Ty Lawson","Nuggets","trade with Rockets","On 2015-07-20, Nuggets make trade with Rockets for Nick Johnson, and in exhchange give Ty Lawson to them.",FALSE,FALSE,"Nuggets, Rockets"
"Isaiah HartensteinNick Johnson","2015-07-20","Nick Johnson","Isaiah Hartenstein","Nuggets","trade with Rockets","On 2015-07-20, Nuggets make trade with Rockets for Nick Johnson, and in exhchange give 2017 second round pick (#43-Isaiah Hartenstein) to them.",TRUE,FALSE,"Nuggets, Rockets"
"Kostas PapanikolaouTy Lawson","2015-07-20","Kostas Papanikolaou","Ty Lawson","Nuggets","trade with Rockets","On 2015-07-20, Nuggets make trade with Rockets for Kostas Papanikolaou, and in exhchange give Ty Lawson to them.",FALSE,FALSE,"Nuggets, Rockets"
"Isaiah HartensteinKostas Papanikolaou","2015-07-20","Kostas Papanikolaou","Isaiah Hartenstein","Nuggets","trade with Rockets","On 2015-07-20, Nuggets make trade with Rockets for Kostas Papanikolaou, and in exhchange give 2017 second round pick (#43-Isaiah Hartenstein) to them.",TRUE,FALSE,"Nuggets, Rockets"
"Pablo PrigioniTy Lawson","2015-07-20","Pablo Prigioni","Ty Lawson","Nuggets","trade with Rockets","On 2015-07-20, Nuggets make trade with Rockets for Pablo Prigioni, and in exhchange give Ty Lawson to them.",FALSE,FALSE,"Nuggets, Rockets"
"Isaiah HartensteinPablo Prigioni","2015-07-20","Pablo Prigioni","Isaiah Hartenstein","Nuggets","trade with Rockets","On 2015-07-20, Nuggets make trade with Rockets for Pablo Prigioni, and in exhchange give 2017 second round pick (#43-Isaiah Hartenstein) to them.",TRUE,FALSE,"Nuggets, Rockets"
"Joey DorseyTy Lawson","2015-07-20","Joey Dorsey","Ty Lawson","Nuggets","trade with Rockets","On 2015-07-20, Nuggets make trade with Rockets for Joey Dorsey, and in exhchange give Ty Lawson to them.",FALSE,FALSE,"Nuggets, Rockets"
"Isaiah HartensteinJoey Dorsey","2015-07-20","Joey Dorsey","Isaiah Hartenstein","Nuggets","trade with Rockets","On 2015-07-20, Nuggets make trade with Rockets for Joey Dorsey, and in exhchange give 2017 second round pick (#43-Isaiah Hartenstein) to them.",TRUE,FALSE,"Nuggets, Rockets"
"Juancho Hernangomez / Juan HernangomezTy Lawson","2015-07-20","Juancho Hernangomez / Juan Hernangomez","Ty Lawson","Nuggets","trade with Rockets","On 2015-07-20, Nuggets make trade with Rockets for 2016 first round pick (protected top 14 in 2016, else 2017 second round pick, cash) (#15-Juancho Hernangomez / Juan Hernangomez), and in exhchange give Ty Lawson to them.",TRUE,FALSE,"Nuggets, Rockets"
"Isaiah HartensteinJuancho Hernangomez / Juan Hernangomez","2015-07-20","Juancho Hernangomez / Juan Hernangomez","Isaiah Hartenstein","Nuggets","trade with Rockets","On 2015-07-20, Nuggets make trade with Rockets for 2016 first round pick (protected top 14 in 2016, else 2017 second round pick, cash) (#15-Juancho Hernangomez / Juan Hernangomez), and in exhchange give 2017 second round pick (#43-Isaiah Hartenstein) to them.",TRUE,FALSE,"Nuggets, Rockets"
"cashTy Lawson","2015-07-20","cash","Ty Lawson","Nuggets","trade with Rockets","On 2015-07-20, Nuggets make trade with Rockets for cash considerations, and in exhchange give Ty Lawson to them.",FALSE,FALSE,"Nuggets, Rockets"
"cashIsaiah Hartenstein","2015-07-20","cash","Isaiah Hartenstein","Nuggets","trade with Rockets","On 2015-07-20, Nuggets make trade with Rockets for cash considerations, and in exhchange give 2017 second round pick (#43-Isaiah Hartenstein) to them.",TRUE,FALSE,"Nuggets, Rockets"
"free agencyPablo Prigioni","2015-07-20","free agency","Pablo Prigioni","Nuggets","waived","On 2015-07-20, Pablo Prigioni becomes a free agent from Nuggets",FALSE,FALSE,"Nuggets"
"free agencyRonald Roberts Jr.","2015-07-21","Ronald Roberts Jr.","free agency","Raptors","signed free agent to a multi-year contract","On 2015-07-21, Ronald Roberts Jr. is signed free agent to a multi-year contract by Raptors",FALSE,FALSE,"Raptors"
"free agencyTyler Hansbrough","2015-07-22","Tyler Hansbrough","free agency","Hornets","signed unrestricted free agent to a 1-year minimum contract","On 2015-07-22, Tyler Hansbrough is signed unrestricted free agent to a 1-year minimum contract by Hornets",FALSE,FALSE,"Hornets"
"Duje Dukanfree agency","2015-07-22","Duje Dukan","free agency","Kings","signed free agent","On 2015-07-22, Duje Dukan is signed free agent by Kings",FALSE,FALSE,"Kings"
"free agencyQuincy Acy","2015-07-22","Quincy Acy","free agency","Kings","signed unrestricted free agent to a 2-year minimum contract","On 2015-07-22, Quincy Acy is signed unrestricted free agent to a 2-year minimum contract by Kings",FALSE,FALSE,"Kings"
"free agencyJimmer Fredette","2015-07-22","Jimmer Fredette","free agency","Spurs","signed unrestricted free agent to a 1-year minimum contract","On 2015-07-22, Jimmer Fredette is signed unrestricted free agent to a 1-year minimum contract by Spurs",FALSE,FALSE,"Spurs"
"free agencyJonathon Simmons","2015-07-22","Jonathon Simmons","free agency","Spurs","signed free agent to a 2-year contract / 1-year minimum contract (P)","On 2015-07-22, Jonathon Simmons is signed free agent to a 2-year contract / 1-year minimum contract (P) by Spurs",FALSE,FALSE,"Spurs"
"free agencyTerran Petteway","2015-07-23","Terran Petteway","free agency","Hawks","signed free agent to a 1-year minimum contract","On 2015-07-23, Terran Petteway is signed free agent to a 1-year minimum contract by Hawks",FALSE,FALSE,"Hawks"
"free agencyJarrid Famous","2015-07-23","Jarrid Famous","free agency","Mavericks","signed free agent to a 1-year non-guaranteed minimum contract","On 2015-07-23, Jarrid Famous is signed free agent to a 1-year non-guaranteed minimum contract by Mavericks",FALSE,FALSE,"Mavericks"
"free agencyJohn Jenkins","2015-07-23","John Jenkins","free agency","Mavericks","signed unrestricted free agent to a 3-year minimum contract (last 2 years are team option)","On 2015-07-23, John Jenkins is signed unrestricted free agent to a 3-year minimum contract (last 2 years are team option) by Mavericks",FALSE,FALSE,"Mavericks"
"free agencyMaurice Ndour / Maurice N'dour","2015-07-23","Maurice Ndour / Maurice N'dour","free agency","Mavericks","signed free agent to a 4-year contract / 3-year minimum contract (last 2 years are team option) (P)","On 2015-07-23, Maurice Ndour / Maurice N'dour is signed free agent to a 4-year contract / 3-year minimum contract (last 2 years are team option) (P) by Mavericks",FALSE,FALSE,"Mavericks"
"Adonis Thomasfree agency","2015-07-23","Adonis Thomas","free agency","Pistons","signed free agent to a 2-year minimum contract","On 2015-07-23, Adonis Thomas is signed free agent to a 2-year minimum contract by Pistons",FALSE,FALSE,"Pistons"
"Axel Toupanefree agency","2015-07-23","Axel Toupane","free agency","Raptors","signed free agent to a 1-year minimum contract","On 2015-07-23, Axel Toupane is signed free agent to a 1-year minimum contract by Raptors",FALSE,FALSE,"Raptors"
"free agencyMichale Kyser","2015-07-23","Michale Kyser","free agency","Raptors","signed free agent to a 1-year minimum contract","On 2015-07-23, Michale Kyser is signed free agent to a 1-year minimum contract by Raptors",FALSE,FALSE,"Raptors"
"Cliff Alexanderfree agency","2015-07-24","Cliff Alexander","free agency","Blazers","signed free agent to a 2-year minimum contract","On 2015-07-24, Cliff Alexander is signed free agent to a 2-year minimum contract by Blazers",FALSE,FALSE,"Blazers"
"free agencyMarcus Thornton (T.","2015-07-24","Marcus Thornton (T.","free agency","Rockets","signed unrestricted free agent to a 1-year minimum contract","On 2015-07-24, Marcus Thornton (T.) is signed unrestricted free agent to a 1-year minimum contract by Rockets",FALSE,FALSE,"Rockets"
"Brendan Haywoodcash","2015-07-27","Brendan Haywood","cash","Blazers","trade with Cavaliers","On 2015-07-27, Blazers make trade with Cavaliers for Brendan Haywood, and in exhchange give 2 trade exceptions (?) (?) / cash considerations (P S) to them.",FALSE,FALSE,"Blazers, Cavaliers"
"cashMike Miller","2015-07-27","Mike Miller","cash","Blazers","trade with Cavaliers","On 2015-07-27, Blazers make trade with Cavaliers for Mike Miller, and in exhchange give 2 trade exceptions (?) (?) / cash considerations (P S) to them.",FALSE,FALSE,"Blazers, Cavaliers"
"David LeeGerald Wallace","2015-07-27","David Lee","Gerald Wallace","Celtics","trade with Warriors","On 2015-07-27, Celtics make trade with Warriors for David Lee, and in exhchange give Gerald Wallace to them.",FALSE,FALSE,"Celtics, Warriors"
"Chris BabbDavid Lee","2015-07-27","David Lee","Chris Babb","Celtics","trade with Warriors","On 2015-07-27, Celtics make trade with Warriors for David Lee, and in exhchange give Chris Babb to them.",FALSE,FALSE,"Celtics, Warriors"
"Brandon Ashleyfree agency","2015-07-27","Brandon Ashley","free agency","Mavericks","signed free agent to a 3-year, non-guaranteed, minimum contract","On 2015-07-27, Brandon Ashley is signed free agent to a 3-year, non-guaranteed, minimum contract by Mavericks",FALSE,FALSE,"Mavericks"
"free agencyJamil Wilson","2015-07-27","Jamil Wilson","free agency","Mavericks","signed free agent to a 3-year, non-guaranteed minimum contract","On 2015-07-27, Jamil Wilson is signed free agent to a 3-year, non-guaranteed minimum contract by Mavericks",FALSE,FALSE,"Mavericks"
"Chris Copelandfree agency","2015-07-29","Chris Copeland","free agency","Bucks","signed unrestricted free agent to a 1-year, $1.1M contract","On 2015-07-29, Chris Copeland is signed unrestricted free agent to a 1-year, $1.1M contract by Bucks",FALSE,FALSE,"Bucks"
"Eric Morelandfree agency","2015-07-29","free agency","Eric Moreland","Kings","waived","On 2015-07-29, Eric Moreland becomes a free agent from Kings",FALSE,FALSE,"Kings"
"Andre Millerfree agency","2015-07-29","Andre Miller","free agency","Timberwolves","signed unrestricted free agent to a 1-year contract (CBC)","On 2015-07-29, Andre Miller is signed unrestricted free agent to a 1-year contract (CBC) by Timberwolves",FALSE,FALSE,"Timberwolves"
"Brendan Haywoodfree agency","2015-07-30","free agency","Brendan Haywood","Blazers","waived","On 2015-07-30, Brendan Haywood becomes a free agent from Blazers",FALSE,FALSE,"Blazers"
"free agencySalah Mejri","2015-07-30","Salah Mejri","free agency","Mavericks","signed free agent to a 3-year, non-guaranteed contract","On 2015-07-30, Salah Mejri is signed free agent to a 3-year, non-guaranteed contract by Mavericks",FALSE,FALSE,"Mavericks"
"Gerald WallaceJason Thompson","2015-07-31","Gerald Wallace","Jason Thompson","76ers","trade with Warriors","On 2015-07-31, 76ers make trade with Warriors for Gerald Wallace, and in exhchange give Jason Thompson to them.",FALSE,FALSE,"76ers, Warriors"
"cashJason Thompson","2015-07-31","cash","Jason Thompson","76ers","trade with Warriors","On 2015-07-31, 76ers make trade with Warriors for cash considerations, and in exhchange give Jason Thompson to them.",FALSE,FALSE,"76ers, Warriors"
"free agencyJeremy Evans","2015-07-31","Jeremy Evans","free agency","Mavericks","signed unrestricted free agent to a 2-year, minimum contract","On 2015-07-31, Jeremy Evans is signed unrestricted free agent to a 2-year, minimum contract by Mavericks",FALSE,FALSE,"Mavericks"
"free agencyMelvin Ejim","2015-08-04","Melvin Ejim","free agency","Magic","signed free agent to a 1-year, non-guaranteed, minimum contract","On 2015-08-04, Melvin Ejim is signed free agent to a 1-year, non-guaranteed, minimum contract by Magic",FALSE,FALSE,"Magic"
"free agencyRichard Jefferson","2015-08-05","Richard Jefferson","free agency","Cavaliers","signed unrestricted free agent to a 1-year minimum contract","On 2015-08-05, Richard Jefferson is signed unrestricted free agent to a 1-year minimum contract by Cavaliers",FALSE,FALSE,"Cavaliers"
"free agencyKevin Seraphin","2015-08-06","Kevin Seraphin","free agency","Knicks","signed unrestricted free agent to a 1-year, $2.8M contract","On 2015-08-06, Kevin Seraphin is signed unrestricted free agent to a 1-year, $2.8M contract by Knicks",FALSE,FALSE,"Knicks"
"free agencyShannon Scott","2015-08-06","Shannon Scott","free agency","Raptors","signed free agent","On 2015-08-06, Shannon Scott is signed free agent by Raptors",FALSE,FALSE,"Raptors"
