"key","date","to","from","action_team","notes","edge_label","pick_involved","rights_involved","teams_involved"
"free agencyPaul Pierce","2017-06-28","free agency","Paul Pierce","Clippers","waived","On 2017-06-28, Paul Pierce becomes a free agent from Clippers",FALSE,FALSE,"Clippers"
"Kostas AntetokounmpoShawn Long","2017-06-28","Kostas Antetokounmpo","Shawn Long","76ers","trade with Rockets","On 2017-06-28, 76ers make trade with Rockets for 2018 second round pick (#60-Kostas Antetokounmpo), and in exhchange give Shawn Long to them.",TRUE,FALSE,"76ers, Rockets"
"cashShawn Long","2017-06-28","cash","Shawn Long","76ers","trade with Rockets","On 2017-06-28, 76ers make trade with Rockets for cash considerations, and in exhchange give Shawn Long to them.",FALSE,FALSE,"76ers, Rockets"
"cashTim Quarterman","2017-06-28","cash","Tim Quarterman","Blazers","trade with Rockets","On 2017-06-28, Blazers make trade with Rockets for cash considerations, and in exhchange give Tim Quarterman to them.",FALSE,FALSE,"Blazers, Rockets"
"cashRyan Kelly","2017-06-28","cash","Ryan Kelly","Hawks","trade with Rockets","On 2017-06-28, Hawks make trade with Rockets for cash considerations, and in exhchange give Ryan Kelly to them.",FALSE,FALSE,"Hawks, Rockets"
"cashDeAndre Liggins","2017-06-28","cash","DeAndre Liggins","Mavericks","trade with Rockets","On 2017-06-28, Mavericks make trade with Rockets for cash considerations, and in exhchange give DeAndre Liggins to them.",FALSE,FALSE,"Mavericks, Rockets"
"cashDarrun Hilliard","2017-06-28","cash","Darrun Hilliard","Pistons","trade with Rockets","On 2017-06-28, Pistons make trade with Rockets for cash considerations, and in exhchange give Darrun Hilliard to them.",FALSE,FALSE,"Pistons, Rockets"
"Chris PaulPatrick Beverley","2017-06-28","Patrick Beverley","Chris Paul","Clippers","trade with Rockets","On 2017-06-28, Clippers make trade with Rockets for Patrick Beverley, and in exhchange give Chris Paul to them.",FALSE,FALSE,"Clippers, Rockets"
"Chris PaulSam Dekker","2017-06-28","Sam Dekker","Chris Paul","Clippers","trade with Rockets","On 2017-06-28, Clippers make trade with Rockets for Sam Dekker, and in exhchange give Chris Paul to them.",FALSE,FALSE,"Clippers, Rockets"
"Chris PaulMontrezl Harrell","2017-06-28","Montrezl Harrell","Chris Paul","Clippers","trade with Rockets","On 2017-06-28, Clippers make trade with Rockets for Montrezl Harrell, and in exhchange give Chris Paul to them.",FALSE,FALSE,"Clippers, Rockets"
"Chris PaulDarrun Hilliard","2017-06-28","Darrun Hilliard","Chris Paul","Clippers","trade with Rockets","On 2017-06-28, Clippers make trade with Rockets for Darrun Hilliard, and in exhchange give Chris Paul to them.",FALSE,FALSE,"Clippers, Rockets"
"Chris PaulDeAndre Liggins","2017-06-28","DeAndre Liggins","Chris Paul","Clippers","trade with Rockets","On 2017-06-28, Clippers make trade with Rockets for DeAndre Liggins, and in exhchange give Chris Paul to them.",FALSE,FALSE,"Clippers, Rockets"
"Chris PaulLouis Williams / Lou Williams","2017-06-28","Louis Williams / Lou Williams","Chris Paul","Clippers","trade with Rockets","On 2017-06-28, Clippers make trade with Rockets for Louis Williams / Lou Williams, and in exhchange give Chris Paul to them.",FALSE,FALSE,"Clippers, Rockets"
"Chris PaulKyle Wiltjer","2017-06-28","Kyle Wiltjer","Chris Paul","Clippers","trade with Rockets","On 2017-06-28, Clippers make trade with Rockets for Kyle Wiltjer, and in exhchange give Chris Paul to them.",FALSE,FALSE,"Clippers, Rockets"
"Chris PaulOmari Spellman","2017-06-28","Omari Spellman","Chris Paul","Clippers","trade with Rockets","On 2017-06-28, Clippers make trade with Rockets for first round pick (protected top 3 in 2018-23, unprotected in 2024) (2018 #30-Omari Spellman), and in exhchange give Chris Paul to them.",TRUE,FALSE,"Clippers, Rockets"
"cashChris Paul","2017-06-28","cash","Chris Paul","Clippers","trade with Rockets","On 2017-06-28, Clippers make trade with Rockets for $661K cash, and in exhchange give Chris Paul to them.",FALSE,FALSE,"Clippers, Rockets"
"Darrun Hilliardfree agency","2017-06-29","free agency","Darrun Hilliard","Clippers","waived","On 2017-06-29, Darrun Hilliard becomes a free agent from Clippers",FALSE,FALSE,"Clippers"
"cashJarrod Uthoff","2017-06-29","cash","Jarrod Uthoff","Mavericks","trade with Rockets","On 2017-06-29, Mavericks make trade with Rockets for cash, and in exhchange give Jarrod Uthoff to them.",FALSE,FALSE,"Mavericks, Rockets"
"free agencyMike Dunleavy Jr.","2017-06-30","free agency","Mike Dunleavy Jr.","Hawks","waived","On 2017-06-30, Mike Dunleavy Jr. becomes a free agent from Hawks",FALSE,FALSE,"Hawks"
"Josh OkogieRicky Rubio","2017-06-30","Ricky Rubio","Josh Okogie","Jazz","trade with Timberwolves","On 2017-06-30, Jazz make trade with Timberwolves for Ricky Rubio, and in exhchange give draft pick(s) (first round pick protected top 14 in 2018-20, else 2020 second round pick and 2021 second round pick) (2018 #20-Josh Okogie) to them.",TRUE,FALSE,"Jazz, Timberwolves"
"free agencyTarik Black","2017-07-01","free agency","Tarik Black","Lakers","waived","On 2017-07-01, Tarik Black becomes a free agent from Lakers",FALSE,FALSE,"Lakers"
"free agencyTyler Zeller","2017-07-02","free agency","Tyler Zeller","Celtics","waived","On 2017-07-02, Tyler Zeller becomes a free agent from Celtics",FALSE,FALSE,"Celtics"
"free agencyJohnathan Motley","2017-07-03","Johnathan Motley","free agency","Mavericks","signed undrafted free agent to a 1-year, two way contract","On 2017-07-03, Johnathan Motley is signed undrafted free agent to a 1-year, two way contract by Mavericks",FALSE,FALSE,"Mavericks"
"free agencyMike James (Perry","2017-07-03","Mike James (Perry","free agency","Suns","signed free agent to a two way contract","On 2017-07-03, Mike James (Perry) is signed free agent to a two way contract by Suns",FALSE,FALSE,"Suns"
"Chris Boshfree agency","2017-07-04","free agency","Chris Bosh","Heat","waived","On 2017-07-04, Chris Bosh becomes a free agent from Heat",FALSE,FALSE,"Heat"
"free agencyStephen Zimmerman Jr.","2017-07-04","free agency","Stephen Zimmerman Jr.","Magic","waived","On 2017-07-04, Stephen Zimmerman Jr. becomes a free agent from Magic",FALSE,FALSE,"Magic"
"free agencyMonta Ellis","2017-07-05","free agency","Monta Ellis","Pacers","waived","On 2017-07-05, Monta Ellis becomes a free agent from Pacers",FALSE,FALSE,"Pacers"
"free agencyMike Young","2017-07-05","Mike Young","free agency","Wizards","signed free agent to a 2-year, two way contract","On 2017-07-05, Mike Young is signed free agent to a 2-year, two way contract by Wizards",FALSE,FALSE,"Wizards"
"cashSterling Brown","2017-07-06","cash","Sterling Brown","76ers","trade with Bucks","On 2017-07-06, 76ers make trade with Bucks for cash considerations, and in exhchange give rights to Sterling Brown to them.",FALSE,TRUE,"76ers, Bucks"
"Bronson Koenigfree agency","2017-07-06","Bronson Koenig","free agency","Bucks","signed free agent to a 2-year, two way contract","On 2017-07-06, Bronson Koenig is signed free agent to a 2-year, two way contract by Bucks",FALSE,FALSE,"Bucks"
"free agencyJeQuan Lewis","2017-07-06","JeQuan Lewis","free agency","Bucks","signed free agent","On 2017-07-06, JeQuan Lewis is signed free agent by Bucks",FALSE,FALSE,"Bucks"
"free agencyMilos Teodosic / Milos Tedosic","2017-07-06","Milos Teodosic / Milos Tedosic","free agency","Clippers","signed free agent to a 2-year, $12.3M contract (second year is player option)","On 2017-07-06, Milos Teodosic / Milos Tedosic is signed free agent to a 2-year, $12.3M contract (second year is player option) by Clippers",FALSE,FALSE,"Clippers"
"Ben McLemorefree agency","2017-07-06","Ben McLemore","free agency","Grizzlies","signed unrestricted free agent to a 2-year, $10.7M contract","On 2017-07-06, Ben McLemore is signed unrestricted free agent to a 2-year, $10.7M contract by Grizzlies",FALSE,FALSE,"Grizzlies"
"free agencyRakeem Christmas","2017-07-06","free agency","Rakeem Christmas","Pacers","waived","On 2017-07-06, Rakeem Christmas becomes a free agent from Pacers",FALSE,FALSE,"Pacers"
"Paul GeorgeVictor Oladipo","2017-07-06","Victor Oladipo","Paul George","Pacers","trade with Thunder","On 2017-07-06, Pacers make trade with Thunder for Victor Oladipo, and in exhchange give Paul George to them.",FALSE,FALSE,"Pacers, Thunder"
"Domantas Sabonis / Domas SabonisPaul George","2017-07-06","Domantas Sabonis / Domas Sabonis","Paul George","Pacers","trade with Thunder","On 2017-07-06, Pacers make trade with Thunder for Domantas Sabonis / Domas Sabonis, and in exhchange give Paul George to them.",FALSE,FALSE,"Pacers, Thunder"
"Alfonzo McKinniefree agency","2017-07-06","Alfonzo McKinnie","free agency","Raptors","signed free agent to a 3-year contract / 2-year, $2.2M contract","On 2017-07-06, Alfonzo McKinnie is signed free agent to a 3-year contract / 2-year, $2.2M contract by Raptors",FALSE,FALSE,"Raptors"
"free agencyP.J. Tucker","2017-07-06","P.J. Tucker","free agency","Rockets","signed unrestricted free agent to a 4-year, $31.3M contract","On 2017-07-06, P.J. Tucker is signed unrestricted free agent to a 4-year, $31.3M contract by Rockets",FALSE,FALSE,"Rockets"
"free agencyRudy Gay","2017-07-06","Rudy Gay","free agency","Spurs","signed unrestricted free agent to a 2-year, $17.2M contract (second year is player option)","On 2017-07-06, Rudy Gay is signed unrestricted free agent to a 2-year, $17.2M contract (second year is player option) by Spurs",FALSE,FALSE,"Spurs"
"Danilo GallinariJamal Crawford","2017-07-06","Danilo Gallinari","Jamal Crawford","Clippers","3-team trade with Hawks, Nuggets","On 2017-07-06, Clippers make 3-team trade with Hawks, Nuggets for Danilo Gallinari, and in exhchange give Jamal Crawford to them.",FALSE,FALSE,"Clippers, Hawks, Nuggets"
"Danilo GallinariDiamond Stone","2017-07-06","Danilo Gallinari","Diamond Stone","Clippers","3-team trade with Hawks, Nuggets","On 2017-07-06, Clippers make 3-team trade with Hawks, Nuggets for Danilo Gallinari, and in exhchange give Diamond Stone to them.",FALSE,FALSE,"Clippers, Hawks, Nuggets"
"Danilo GallinariOmari Spellman","2017-07-06","Danilo Gallinari","Omari Spellman","Clippers","3-team trade with Hawks, Nuggets","On 2017-07-06, Clippers make 3-team trade with Hawks, Nuggets for Danilo Gallinari, and in exhchange give first round pick (protected top 3 in 2018-23, unprotected in 2024) (2018 #30-Omari Spellman) to them.",TRUE,FALSE,"Clippers, Hawks, Nuggets"
"cashDanilo Gallinari","2017-07-06","Danilo Gallinari","cash","Clippers","3-team trade with Hawks, Nuggets","On 2017-07-06, Clippers make 3-team trade with Hawks, Nuggets for Danilo Gallinari, and in exhchange give cash to them.",FALSE,FALSE,"Clippers, Hawks, Nuggets"
"cashJawun Evans","2017-07-06","cash","Jawun Evans","76ers","trade with Clippers","On 2017-07-06, 76ers make trade with Clippers for cash, and in exhchange give rights to Jawun Evans to them.",FALSE,TRUE,"76ers, Clippers"
"Avery BradleyMarcus Morris","2017-07-07","Marcus Morris","Avery Bradley","Celtics","trade with Pistons","On 2017-07-07, Celtics make trade with Pistons for Marcus Morris, and in exhchange give Avery Bradley to them.",FALSE,FALSE,"Celtics, Pistons"
"free agencyJamal Crawford","2017-07-07","free agency","Jamal Crawford","Hawks","waived (team bought out contract)","On 2017-07-07, Jamal Crawford becomes a free agent from Hawks",FALSE,FALSE,"Hawks"
"A.J. HammonsJosh McRoberts","2017-07-07","A.J. Hammons","Josh McRoberts","Heat","trade with Mavericks","On 2017-07-07, Heat make trade with Mavericks for A.J. Hammons, and in exhchange give Josh McRoberts to them.",FALSE,FALSE,"Heat, Mavericks"
"A.J. Hammonscash","2017-07-07","A.J. Hammons","cash","Heat","trade with Mavericks","On 2017-07-07, Heat make trade with Mavericks for A.J. Hammons, and in exhchange give $5.1M cash to them.",FALSE,FALSE,"Heat, Mavericks"
"free agencyKelly Olynyk","2017-07-07","Kelly Olynyk","free agency","Heat","signed unrestricted free agent to a 4-year, $50M contract","On 2017-07-07, Kelly Olynyk is signed unrestricted free agent to a 4-year, $50M contract by Heat",FALSE,FALSE,"Heat"
"free agencyMichael Carter-Williams","2017-07-07","Michael Carter-Williams","free agency","Hornets","signed unrestricted free agent to a 1-year, $2.7M contract","On 2017-07-07, Michael Carter-Williams is signed unrestricted free agent to a 1-year, $2.7M contract by Hornets",FALSE,FALSE,"Hornets"
"Darren Collisonfree agency","2017-07-07","Darren Collison","free agency","Pacers","signed unrestricted free agent to a 2-year, $20M contract","On 2017-07-07, Darren Collison is signed unrestricted free agent to a 2-year, $20M contract by Pacers",FALSE,FALSE,"Pacers"
"Cameron Oliverfree agency","2017-07-07","Cameron Oliver","free agency","Rockets","signed free agent to a 2-year, $2.2M contract","On 2017-07-07, Cameron Oliver is signed free agent to a 2-year, $2.2M contract by Rockets",FALSE,FALSE,"Rockets"
"free agencyNick Young","2017-07-07","Nick Young","free agency","Warriors","signed unrestricted free agent to a 1-year, $5.2M contract","On 2017-07-07, Nick Young is signed unrestricted free agent to a 1-year, $5.2M contract by Warriors",FALSE,FALSE,"Warriors"
"Amir Johnsonfree agency","2017-07-08","Amir Johnson","free agency","76ers","signed unrestricted free agent to a 1-year, $11M contract","On 2017-07-08, Amir Johnson is signed unrestricted free agent to a 1-year, $11M contract by 76ers",FALSE,FALSE,"76ers"
"free agencyJ.J. Redick","2017-07-08","J.J. Redick","free agency","76ers","signed unrestricted free agent to a 1-year, $23M contract","On 2017-07-08, J.J. Redick is signed unrestricted free agent to a 1-year, $23M contract by 76ers",FALSE,FALSE,"76ers"
"free agencyJalen Moore","2017-07-08","Jalen Moore","free agency","Bucks","signed free agent to a 2-year, two way contract","On 2017-07-08, Jalen Moore is signed free agent to a 2-year, two way contract by Bucks",FALSE,FALSE,"Bucks"
"free agencyShelvin Mack","2017-07-08","Shelvin Mack","free agency","Magic","signed unrestricted free agent to a 2-year, $12M contract","On 2017-07-08, Shelvin Mack is signed unrestricted free agent to a 2-year, $12M contract by Magic",FALSE,FALSE,"Magic"
"free agencyTim Hardaway Jr.","2017-07-08","Tim Hardaway Jr.","free agency","Knicks","signed restricted free agent (from Hawks) to a 4-year, $71M contract (Hawks declined to match Knicks offer sheet)","On 2017-07-08, Tim Hardaway Jr. is signed restricted free agent (from Hawks) to a 4-year, $71M contract (Hawks declined to match Knicks offer sheet) by Knicks",FALSE,FALSE,"Knicks"
"free agencyJeremy Morgan","2017-07-09","Jeremy Morgan","free agency","Grizzlies","signed free agent to a 1-year, $816K contract","On 2017-07-09, Jeremy Morgan is signed free agent to a 1-year, $816K contract by Grizzlies",FALSE,FALSE,"Grizzlies"
"free agencyTyreke Evans","2017-07-09","Tyreke Evans","free agency","Grizzlies","signed unrestricted free agent to a 1-year, $3.3M contract","On 2017-07-09, Tyreke Evans is signed unrestricted free agent to a 1-year, $3.3M contract by Grizzlies",FALSE,FALSE,"Grizzlies"
"free agencyMalcolm Miller","2017-07-09","Malcolm Miller","free agency","Raptors","signed free agent to a two way contract","On 2017-07-09, Malcolm Miller is signed free agent to a two way contract by Raptors",FALSE,FALSE,"Raptors"
"free agencyJustin Holiday","2017-07-10","Justin Holiday","free agency","Bulls","signed unrestricted free agent to a 2-year, $9M contract","On 2017-07-10, Justin Holiday is signed unrestricted free agent to a 2-year, $9M contract by Bulls",FALSE,FALSE,"Bulls"
"free agencyGeorge Hill","2017-07-10","George Hill","free agency","Kings","signed unrestricted free agent to a 3-year, $57M contract","On 2017-07-10, George Hill is signed unrestricted free agent to a 3-year, $57M contract by Kings",FALSE,FALSE,"Kings"
"free agencyVince Carter","2017-07-10","Vince Carter","free agency","Kings","signed unrestricted free agent to a 1-year, $8M contract","On 2017-07-10, Vince Carter is signed unrestricted free agent to a 1-year, $8M contract by Kings",FALSE,FALSE,"Kings"
"free agencyZach Randolph","2017-07-10","Zach Randolph","free agency","Kings","signed unrestricted free agent to a 2-year, $24M contract","On 2017-07-10, Zach Randolph is signed unrestricted free agent to a 2-year, $24M contract by Kings",FALSE,FALSE,"Kings"
"C.J. Watsonfree agency","2017-07-10","free agency","C.J. Watson","Magic","waived","On 2017-07-10, C.J. Watson becomes a free agent from Magic",FALSE,FALSE,"Magic"
"Bojan Bogdanovicfree agency","2017-07-10","Bojan Bogdanovic","free agency","Pacers","signed unrestricted free agent to a 2-year, $21M contract","On 2017-07-10, Bojan Bogdanovic is signed unrestricted free agent to a 2-year, $21M contract by Pacers",FALSE,FALSE,"Pacers"
"free agencyPatrick Patterson","2017-07-10","Patrick Patterson","free agency","Thunder","signed unrestricted free agent to a 3-year, $16.4M contract","On 2017-07-10, Patrick Patterson is signed unrestricted free agent to a 3-year, $16.4M contract by Thunder",FALSE,FALSE,"Thunder"
"free agencyJeff Teague","2017-07-10","Jeff Teague","free agency","Timberwolves","signed unrestricted free agent to a 3-year, $57M contract","On 2017-07-10, Jeff Teague is signed unrestricted free agent to a 3-year, $57M contract by Timberwolves",FALSE,FALSE,"Timberwolves"
"free agencyTaj Gibson","2017-07-10","Taj Gibson","free agency","Timberwolves","signed unrestricted free agent to a 2-year, $28M contract","On 2017-07-10, Taj Gibson is signed unrestricted free agent to a 2-year, $28M contract by Timberwolves",FALSE,FALSE,"Timberwolves"
"free agencyMike Miller","2017-07-11","free agency","Mike Miller","Nuggets","waived","On 2017-07-11, Mike Miller becomes a free agent from Nuggets",FALSE,FALSE,"Nuggets"
"free agencyJodie Meeks","2017-07-11","Jodie Meeks","free agency","Wizards","signed unrestricted free agent to a 2-year, $6.7-7M contract","On 2017-07-11, Jodie Meeks is signed unrestricted free agent to a 2-year, $6.7-7M contract by Wizards",FALSE,FALSE,"Wizards"
"free agencyMaximilian Kleber / Maxi Kleber","2017-07-12","Maximilian Kleber / Maxi Kleber","free agency","Mavericks","signed free agent to a 1-year, $816K contract","On 2017-07-12, Maximilian Kleber / Maxi Kleber is signed free agent to a 1-year, $816K contract by Mavericks",FALSE,FALSE,"Mavericks"
"Boris Diawfree agency","2017-07-13","free agency","Boris Diaw","Jazz","waived","On 2017-07-13, Boris Diaw becomes a free agent from Jazz",FALSE,FALSE,"Jazz"
"free agencyKentavious Caldwell-Pope","2017-07-13","Kentavious Caldwell-Pope","free agency","Lakers","signed unrestricted free agent to a 1-year, $17.75-18M contract","On 2017-07-13, Kentavious Caldwell-Pope is signed unrestricted free agent to a 1-year, $17.75-18M contract by Lakers",FALSE,FALSE,"Lakers"
"DeMarre CarrollJustin Hamilton (b","2017-07-13","DeMarre Carroll","Justin Hamilton (b","Nets","trade with Raptors","On 2017-07-13, Nets make trade with Raptors for DeMarre Carroll, and in exhchange give Justin Hamilton (b) to them.",FALSE,FALSE,"Nets, Raptors"
"Dzanan MusaJustin Hamilton (b","2017-07-13","Dzanan Musa","Justin Hamilton (b","Nets","trade with Raptors","On 2017-07-13, Nets make trade with Raptors for draft pick(s) (first round pick protected top 14 in 2018-23, else 2023 second round pick and 2024 second round pick) (2018 #29-Dzanan Musa), and in exhchange give Justin Hamilton (b) to them.",TRUE,FALSE,"Nets, Raptors"
"Justin Hamilton (bRodions Kurucs","2017-07-13","Rodions Kurucs","Justin Hamilton (b","Nets","trade with Raptors","On 2017-07-13, Nets make trade with Raptors for 2018 second round pick (less favorable of Lakers, Magic picks) (#40-Rodions Kurucs), and in exhchange give Justin Hamilton (b) to them.",TRUE,FALSE,"Nets, Raptors"
"free agencyPaul Millsap","2017-07-13","Paul Millsap","free agency","Nuggets","signed unrestricted free agent to a 2-year, $61M contract with a 1-year, $29M team option","On 2017-07-13, Paul Millsap is signed unrestricted free agent to a 2-year, $61M contract with a 1-year, $29M team option by Nuggets",FALSE,FALSE,"Nuggets"
"Chris Boucherfree agency","2017-07-13","Chris Boucher","free agency","Warriors","signed free agent to a two way contract","On 2017-07-13, Chris Boucher is signed free agent to a two way contract by Warriors",FALSE,FALSE,"Warriors"
"Devin Robinsonfree agency","2017-07-13","Devin Robinson","free agency","Wizards","signed free agent to a 2-year, two way contract","On 2017-07-13, Devin Robinson is signed free agent to a 2-year, two way contract by Wizards",FALSE,FALSE,"Wizards"
"Antonio Blakeneyfree agency","2017-07-14","Antonio Blakeney","free agency","Bulls","signed free agent to a 2-year, two way contract / 1-year, two way contract","On 2017-07-14, Antonio Blakeney is signed free agent to a 2-year, two way contract / 1-year, two way contract by Bulls",FALSE,FALSE,"Bulls"
"free agencyJordan Mickey","2017-07-14","free agency","Jordan Mickey","Celtics","waived","On 2017-07-14, Jordan Mickey becomes a free agent from Celtics",FALSE,FALSE,"Celtics"
"free agencyGordon Hayward","2017-07-14","Gordon Hayward","free agency","Celtics","signed unrestricted free agent to a 4-year, $128M contract","On 2017-07-14, Gordon Hayward is signed unrestricted free agent to a 4-year, $128M contract by Celtics",FALSE,FALSE,"Celtics"
"free agencyJonathon Simmons","2017-07-14","Jonathon Simmons","free agency","Magic","signed unrestricted free agent to a 2-year contract / 3-year, $20M contract","On 2017-07-14, Jonathon Simmons is signed unrestricted free agent to a 2-year contract / 3-year, $20M contract by Magic",FALSE,FALSE,"Magic"
"free agencyTorrey Craig","2017-07-14","Torrey Craig","free agency","Nuggets","signed free agent to a two way contract","On 2017-07-14, Torrey Craig is signed free agent to a two way contract by Nuggets",FALSE,FALSE,"Nuggets"
"free agencyGeorges Niang","2017-07-14","free agency","Georges Niang","Pacers","waived","On 2017-07-14, Georges Niang becomes a free agent from Pacers",FALSE,FALSE,"Pacers"
"Cory JosephEmir Preldzic","2017-07-14","Cory Joseph","Emir Preldzic","Pacers","trade with Raptors","On 2017-07-14, Pacers make trade with Raptors for Cory Joseph, and in exhchange give rights to Emir Preldzic to them.",FALSE,TRUE,"Pacers, Raptors"
"Demetrius Jacksonfree agency","2017-07-15","free agency","Demetrius Jackson","Celtics","waived","On 2017-07-15, Demetrius Jackson becomes a free agent from Celtics",FALSE,FALSE,"Celtics"
"free agencyMichael Gbinije","2017-07-15","free agency","Michael Gbinije","Pistons","waived","On 2017-07-15, Michael Gbinije becomes a free agent from Pistons",FALSE,FALSE,"Pistons"
"free agencyJonas Jerebko","2017-07-17","Jonas Jerebko","free agency","Jazz","signed unrestricted free agent to a 2-year, $8.2M contract","On 2017-07-17, Jonas Jerebko is signed unrestricted free agent to a 2-year, $8.2M contract by Jazz",FALSE,FALSE,"Jazz"
"free agencyThabo Sefolosha","2017-07-18","Thabo Sefolosha","free agency","Jazz","signed unrestricted free agent to a 2-year, $10.5M contract","On 2017-07-18, Thabo Sefolosha is signed unrestricted free agent to a 2-year, $10.5M contract by Jazz",FALSE,FALSE,"Jazz"
"C.J. Milesfree agency","2017-07-18","C.J. Miles","free agency","Raptors","signed unrestricted free agent to a 3-year, $25M contract","On 2017-07-18, C.J. Miles is signed unrestricted free agent to a 3-year, $25M contract by Raptors",FALSE,FALSE,"Raptors"
"free agencyKennedy Meeks","2017-07-18","Kennedy Meeks","free agency","Raptors","signed free agent to a partially guaranteed contract","On 2017-07-18, Kennedy Meeks is signed free agent to a partially guaranteed contract by Raptors",FALSE,FALSE,"Raptors"
"free agencyJoffrey Lauvergne","2017-07-18","Joffrey Lauvergne","free agency","Spurs","signed unrestricted free agent to a 2-year contract","On 2017-07-18, Joffrey Lauvergne is signed unrestricted free agent to a 2-year contract by Spurs",FALSE,FALSE,"Spurs"
"Aron Baynesfree agency","2017-07-19","Aron Baynes","free agency","Celtics","signed unrestricted free agent to a 1-year, $4.3M two way contract","On 2017-07-19, Aron Baynes is signed unrestricted free agent to a 1-year, $4.3M two way contract by Celtics",FALSE,FALSE,"Celtics"
"Daniel Theisfree agency","2017-07-19","Daniel Theis","free agency","Celtics","signed free agent to a 2-year, $2.2M contract","On 2017-07-19, Daniel Theis is signed free agent to a 2-year, $2.2M contract by Celtics",FALSE,FALSE,"Celtics"
"free agencyRoyce O'Neale","2017-07-19","Royce O'Neale","free agency","Jazz","signed free agent to a 3-year, $3.8M contract","On 2017-07-19, Royce O'Neale is signed free agent to a 3-year, $3.8M contract by Jazz",FALSE,FALSE,"Jazz"
"free agencyLuc Richard Mbah a Moute / Luc Mbah a Moute","2017-07-19","Luc Richard Mbah a Moute / Luc Mbah a Moute","free agency","Rockets","signed unrestricted free agent to a 1-year, $2.1M contract","On 2017-07-19, Luc Richard Mbah a Moute / Luc Mbah a Moute is signed unrestricted free agent to a 1-year, $2.1M contract by Rockets",FALSE,FALSE,"Rockets"
"Ekpe Udohfree agency","2017-07-20","Ekpe Udoh","free agency","Jazz","signed unrestricted free agent to a 2-year, $6.5M contract","On 2017-07-20, Ekpe Udoh is signed unrestricted free agent to a 2-year, $6.5M contract by Jazz",FALSE,FALSE,"Jazz"
"Eric Griffinfree agency","2017-07-20","Eric Griffin","free agency","Jazz","signed free agent to a two way contract","On 2017-07-20, Eric Griffin is signed free agent to a two way contract by Jazz",FALSE,FALSE,"Jazz"
"free agencyYakuba Ouattara / Billy Ouattara","2017-07-21","Yakuba Ouattara / Billy Ouattara","free agency","Nets","signed free agent to a two way contract","On 2017-07-21, Yakuba Ouattara / Billy Ouattara is signed free agent to a two way contract by Nets",FALSE,FALSE,"Nets"
"Derrick Walton Jr.free agency","2017-07-24","Derrick Walton Jr.","free agency","Heat","signed free agent to a two way contract","On 2017-07-24, Derrick Walton Jr. is signed free agent to a two way contract by Heat",FALSE,FALSE,"Heat"
"free agencyMatt Williams","2017-07-24","Matt Williams","free agency","Heat","signed free agent to a 1-year, $816K contract","On 2017-07-24, Matt Williams is signed free agent to a 1-year, $816K contract by Heat",FALSE,FALSE,"Heat"
"Allen CrabbeAndrew Nicholson","2017-07-25","Andrew Nicholson","Allen Crabbe","Blazers","trade with Nets","On 2017-07-25, Blazers make trade with Nets for Andrew Nicholson, and in exhchange give Allen Crabbe to them.",FALSE,FALSE,"Blazers, Nets"
"Derrick Rosefree agency","2017-07-25","Derrick Rose","free agency","Cavaliers","signed unrestricted free agent to a 1-year, $2.1M contract","On 2017-07-25, Derrick Rose is signed unrestricted free agent to a 1-year, $2.1M contract by Cavaliers",FALSE,FALSE,"Cavaliers"
"Darius Millerfree agency","2017-07-25","Darius Miller","free agency","Pelicans","signed free agent to a 1-year, $1.5M contract / 2-year, $3.2M contract","On 2017-07-25, Darius Miller is signed free agent to a 1-year, $1.5M contract / 2-year, $3.2M contract by Pelicans",FALSE,FALSE,"Pelicans"
"free agencyKhem Birch","2017-07-27","Khem Birch","free agency","Magic","signed free agent to a 2-year contract","On 2017-07-27, Khem Birch is signed free agent to a 2-year contract by Magic",FALSE,FALSE,"Magic"
"free agencyJack Cooley","2017-07-28","Jack Cooley","free agency","Kings","signed free agent to a two way contract","On 2017-07-28, Jack Cooley is signed free agent to a two way contract by Kings",FALSE,FALSE,"Kings"
"free agencyShane Larkin","2017-07-31","Shane Larkin","free agency","Celtics","signed free agent to a 1-year contract","On 2017-07-31, Shane Larkin is signed free agent to a 1-year contract by Celtics",FALSE,FALSE,"Celtics"
"Diamond Stonefree agency","2017-07-31","free agency","Diamond Stone","Hawks","waived","On 2017-07-31, Diamond Stone becomes a free agent from Hawks",FALSE,FALSE,"Hawks"
"free agencyGian Clavell","2017-07-31","Gian Clavell","free agency","Mavericks","signed free agent","On 2017-07-31, Gian Clavell is signed free agent by Mavericks",FALSE,FALSE,"Mavericks"
"Charles Cookefree agency","2017-08-01","Charles Cooke","free agency","Pelicans","signed free agent to a two way contract","On 2017-08-01, Charles Cooke is signed free agent to a two way contract by Pelicans",FALSE,FALSE,"Pelicans"
"free agencyMangok Mathiang","2017-08-02","Mangok Mathiang","free agency","Hornets","signed free agent to a two way contract","On 2017-08-02, Mangok Mathiang is signed free agent to a two way contract by Hornets",FALSE,FALSE,"Hornets"
"free agencyT.J. Williams","2017-08-02","T.J. Williams","free agency","Hornets","signed free agent to a 1-year non-guaranteed contract","On 2017-08-02, T.J. Williams is signed free agent to a 1-year non-guaranteed contract by Hornets",FALSE,FALSE,"Hornets"
