"key","date","to","from","action_team","notes","edge_label","pick_involved","rights_involved","teams_involved"
"Jon LeuerJosh Selby","2013-01-22","Josh Selby","Jon Leuer","Cavaliers","trade with Grizzlies","In a trade with the Grizzlies, on 2013-01-22, the Cavaliers acquire Josh Selby, and relinquish Jon Leuer",FALSE,FALSE,"Cavaliers, Grizzlies"
"cashJosh Selby","2013-01-22","Josh Selby","cash","Cavaliers","trade with Grizzlies","In a trade with the Grizzlies, on 2013-01-22, the Cavaliers acquire Josh Selby, and relinquish $6.4M trade exception",FALSE,FALSE,"Cavaliers, Grizzlies"
"Jon LeuerWayne Ellington","2013-01-22","Wayne Ellington","Jon Leuer","Cavaliers","trade with Grizzlies","In a trade with the Grizzlies, on 2013-01-22, the Cavaliers acquire Wayne Ellington, and relinquish Jon Leuer",FALSE,FALSE,"Cavaliers, Grizzlies"
"cashWayne Ellington","2013-01-22","Wayne Ellington","cash","Cavaliers","trade with Grizzlies","In a trade with the Grizzlies, on 2013-01-22, the Cavaliers acquire Wayne Ellington, and relinquish $6.4M trade exception",FALSE,FALSE,"Cavaliers, Grizzlies"
"Harry GilesJon Leuer","2013-01-22","Harry Giles","Jon Leuer","Cavaliers","trade with Grizzlies","In a trade with the Grizzlies, on 2013-01-22, the Cavaliers acquire first round pick in first draft 2 years after Grizzlies send first round pick to Timberwolves via Rockets (protected #1-5, #15-30 in 2015-16, top 5 in 2017-18, unprotected in 2019) (2017 #20-Harry Giles), and relinquish Jon Leuer",TRUE,FALSE,"Cavaliers, Grizzlies"
"cashHarry Giles","2013-01-22","Harry Giles","cash","Cavaliers","trade with Grizzlies","In a trade with the Grizzlies, on 2013-01-22, the Cavaliers acquire first round pick in first draft 2 years after Grizzlies send first round pick to Timberwolves via Rockets (protected #1-5, #15-30 in 2015-16, top 5 in 2017-18, unprotected in 2019) (2017 #20-Harry Giles), and relinquish $6.4M trade exception",TRUE,FALSE,"Cavaliers, Grizzlies"
"Chris Johnson (b)free agencysigned free agent to a 10-day contract2013-01-22","2013-01-22","Chris Johnson (b)","free agency","Grizzlies","signed free agent to a 10-day contract","On 2013-01-22, Chris Johnson (b) is signed as free agent to a 10-day contract by Grizzlies",FALSE,FALSE,"Grizzlies"
"free agencyJeremy Pargowaived2013-01-22","2013-01-22","free agency","Jeremy Pargo","Raptors","waived","On 2013-01-22, Jeremy Pargo is waived by Raptors",FALSE,FALSE,"Raptors"
"Aron Baynesfree agencysigned free agent to a multi-year contract2013-01-22","2013-01-22","Aron Baynes","free agency","Spurs","signed free agent to a multi-year contract","On 2013-01-22, Aron Baynes is signed as free agent to a multi-year contract by Spurs",FALSE,FALSE,"Spurs"
"Damion Jamesfree agencywaived2013-01-23","2013-01-23","free agency","Damion James","Nets","waived","On 2013-01-23, Damion James is waived by Nets",FALSE,FALSE,"Nets"
"Dominic McGuirefree agencywaived2013-01-26","2013-01-26","free agency","Dominic McGuire","Pacers","waived","On 2013-01-26, Dominic McGuire is waived by Pacers",FALSE,FALSE,"Pacers"
"free agencySam Youngsigned free agent2013-01-28","2013-01-28","Sam Young","free agency","Pacers","signed free agent","On 2013-01-28, Sam Young is signed as free agent by Pacers",FALSE,FALSE,"Pacers"
"Ed Davis (a)Rudy Gay","2013-01-30","Ed Davis (a)","Rudy Gay","Grizzlies","3-team trade with Pistons, Raptors","In a 3-team trade with the Pistons, Raptors, on 2013-01-30, the Grizzlies acquire Ed Davis (a), and relinquish Rudy Gay",FALSE,FALSE,"Grizzlies, Pistons, Raptors"
"Ed Davis (a)Hamed Haddadi","2013-01-30","Ed Davis (a)","Hamed Haddadi","Grizzlies","3-team trade with Pistons, Raptors","In a 3-team trade with the Pistons, Raptors, on 2013-01-30, the Grizzlies acquire Ed Davis (a), and relinquish Hamed Haddadi",FALSE,FALSE,"Grizzlies, Pistons, Raptors"
"Rudy GayTayshaun Prince","2013-01-30","Tayshaun Prince","Rudy Gay","Grizzlies","3-team trade with Pistons, Raptors","In a 3-team trade with the Pistons, Raptors, on 2013-01-30, the Grizzlies acquire Tayshaun Prince, and relinquish Rudy Gay",FALSE,FALSE,"Grizzlies, Pistons, Raptors"
"Hamed HaddadiTayshaun Prince","2013-01-30","Tayshaun Prince","Hamed Haddadi","Grizzlies","3-team trade with Pistons, Raptors","In a 3-team trade with the Pistons, Raptors, on 2013-01-30, the Grizzlies acquire Tayshaun Prince, and relinquish Hamed Haddadi",FALSE,FALSE,"Grizzlies, Pistons, Raptors"
"Austin DayeRudy Gay","2013-01-30","Austin Daye","Rudy Gay","Grizzlies","3-team trade with Pistons, Raptors","In a 3-team trade with the Pistons, Raptors, on 2013-01-30, the Grizzlies acquire Austin Daye, and relinquish Rudy Gay",FALSE,FALSE,"Grizzlies, Pistons, Raptors"
"Austin DayeHamed Haddadi","2013-01-30","Austin Daye","Hamed Haddadi","Grizzlies","3-team trade with Pistons, Raptors","In a 3-team trade with the Pistons, Raptors, on 2013-01-30, the Grizzlies acquire Austin Daye, and relinquish Hamed Haddadi",FALSE,FALSE,"Grizzlies, Pistons, Raptors"
"Jamaal FranklinRudy Gay","2013-01-30","Jamaal Franklin","Rudy Gay","Grizzlies","3-team trade with Pistons, Raptors","In a 3-team trade with the Pistons, Raptors, on 2013-01-30, the Grizzlies acquire 2013 second round pick (from Raptors) (#41-Jamaal Franklin), and relinquish Rudy Gay",TRUE,FALSE,"Grizzlies, Pistons, Raptors"
"Hamed HaddadiJamaal Franklin","2013-01-30","Jamaal Franklin","Hamed Haddadi","Grizzlies","3-team trade with Pistons, Raptors","In a 3-team trade with the Pistons, Raptors, on 2013-01-30, the Grizzlies acquire 2013 second round pick (from Raptors) (#41-Jamaal Franklin), and relinquish Hamed Haddadi",TRUE,FALSE,"Grizzlies, Pistons, Raptors"
"cashRudy Gay","2013-01-30","cash","Rudy Gay","Grizzlies","3-team trade with Pistons, Raptors","In a 3-team trade with the Pistons, Raptors, on 2013-01-30, the Grizzlies acquire cash, and relinquish Rudy Gay",FALSE,FALSE,"Grizzlies, Pistons, Raptors"
"cashHamed Haddadi","2013-01-30","cash","Hamed Haddadi","Grizzlies","3-team trade with Pistons, Raptors","In a 3-team trade with the Pistons, Raptors, on 2013-01-30, the Grizzlies acquire cash, and relinquish Hamed Haddadi",FALSE,FALSE,"Grizzlies, Pistons, Raptors"
"Jose CalderonTayshaun Prince","2013-01-30","Jose Calderon","Tayshaun Prince","Pistons","3-team trade with Grizzlies, Raptors","In a 3-team trade with the Grizzlies, Raptors, on 2013-01-30, the Pistons acquire Jose Calderon, and relinquish Tayshaun Prince",FALSE,FALSE,"Pistons, Grizzlies, Raptors"
"Austin DayeJose Calderon","2013-01-30","Jose Calderon","Austin Daye","Pistons","3-team trade with Grizzlies, Raptors","In a 3-team trade with the Grizzlies, Raptors, on 2013-01-30, the Pistons acquire Jose Calderon, and relinquish Austin Daye",FALSE,FALSE,"Pistons, Grizzlies, Raptors"
"Jose CalderonRudy Gay","2013-01-30","Rudy Gay","Jose Calderon","Raptors","3-team trade with Grizzlies, Pistons","In a 3-team trade with the Grizzlies, Pistons, on 2013-01-30, the Raptors acquire Rudy Gay, and relinquish Jose Calderon",FALSE,FALSE,"Raptors, Grizzlies, Pistons"
"Hamed HaddadiJose Calderon","2013-01-30","Hamed Haddadi","Jose Calderon","Raptors","3-team trade with Grizzlies, Pistons","In a 3-team trade with the Grizzlies, Pistons, on 2013-01-30, the Raptors acquire Hamed Haddadi, and relinquish Jose Calderon",FALSE,FALSE,"Raptors, Grizzlies, Pistons"
"free agencyShelvin Mackwaived2013-02-07","2013-02-07","free agency","Shelvin Mack","76ers","waived","On 2013-02-07, Shelvin Mack is waived by 76ers",FALSE,FALSE,"76ers"
"free agencyJeremy Pargosigned free agent to a 10-day contract2013-02-07","2013-02-07","Jeremy Pargo","free agency","76ers","signed free agent to a 10-day contract","On 2013-02-07, Jeremy Pargo is signed as free agent to a 10-day contract by 76ers",FALSE,FALSE,"76ers"
"free agencyLouis Amundson / Lou Amundsonwaived2013-02-08","2013-02-08","free agency","Louis Amundson / Lou Amundson","Timberwolves","waived","On 2013-02-08, Louis Amundson / Lou Amundson is waived by Timberwolves",FALSE,FALSE,"Timberwolves"
"free agencyJannero Pargowaived2013-02-12","2013-02-12","free agency","Jannero Pargo","Hawks","waived","On 2013-02-12, Jannero Pargo is waived by Hawks",FALSE,FALSE,"Hawks"
"Chris Johnson (b)free agencywaived2013-02-13","2013-02-13","free agency","Chris Johnson (b)","Grizzlies","waived","On 2013-02-13, Chris Johnson (b) is waived by Grizzlies",FALSE,FALSE,"Grizzlies"
"free agencyJeremy Pargowaived2013-02-16","2013-02-16","free agency","Jeremy Pargo","76ers","waived","On 2013-02-16, Jeremy Pargo is waived by 76ers",FALSE,FALSE,"76ers"
"free agencyJeremy Pargosigned free agent for the remainder of the season2013-02-18","2013-02-18","Jeremy Pargo","free agency","76ers","signed free agent for the remainder of the season","On 2013-02-18, Jeremy Pargo is signed as free agent for the remainder of the season by 76ers",FALSE,FALSE,"76ers"
"free agencyTerrence Williamssigned free agent to a 10-day contract2013-02-20","2013-02-20","Terrence Williams","free agency","Celtics","signed free agent to a 10-day contract","On 2013-02-20, Terrence Williams is signed as free agent to a 10-day contract by Celtics",FALSE,FALSE,"Celtics"
"Patrick PattersonThomas Robinson","2013-02-20","Patrick Patterson","Thomas Robinson","Kings","trade with Rockets","In a trade with the Rockets, on 2013-02-20, the Kings acquire Patrick Patterson, and relinquish Thomas Robinson",FALSE,FALSE,"Kings, Rockets"
"Francisco GarciaPatrick Patterson","2013-02-20","Patrick Patterson","Francisco Garcia","Kings","trade with Rockets","In a trade with the Rockets, on 2013-02-20, the Kings acquire Patrick Patterson, and relinquish Francisco Garcia",FALSE,FALSE,"Kings, Rockets"
"Patrick PattersonTyler Honeycutt","2013-02-20","Patrick Patterson","Tyler Honeycutt","Kings","trade with Rockets","In a trade with the Rockets, on 2013-02-20, the Kings acquire Patrick Patterson, and relinquish Tyler Honeycutt",FALSE,FALSE,"Kings, Rockets"
"Cole AldrichThomas Robinson","2013-02-20","Cole Aldrich","Thomas Robinson","Kings","trade with Rockets","In a trade with the Rockets, on 2013-02-20, the Kings acquire Cole Aldrich, and relinquish Thomas Robinson",FALSE,FALSE,"Kings, Rockets"
"Cole AldrichFrancisco Garcia","2013-02-20","Cole Aldrich","Francisco Garcia","Kings","trade with Rockets","In a trade with the Rockets, on 2013-02-20, the Kings acquire Cole Aldrich, and relinquish Francisco Garcia",FALSE,FALSE,"Kings, Rockets"
"Cole AldrichTyler Honeycutt","2013-02-20","Cole Aldrich","Tyler Honeycutt","Kings","trade with Rockets","In a trade with the Rockets, on 2013-02-20, the Kings acquire Cole Aldrich, and relinquish Tyler Honeycutt",FALSE,FALSE,"Kings, Rockets"
"Thomas RobinsonToney Douglas","2013-02-20","Toney Douglas","Thomas Robinson","Kings","trade with Rockets","In a trade with the Rockets, on 2013-02-20, the Kings acquire Toney Douglas, and relinquish Thomas Robinson",FALSE,FALSE,"Kings, Rockets"
"Francisco GarciaToney Douglas","2013-02-20","Toney Douglas","Francisco Garcia","Kings","trade with Rockets","In a trade with the Rockets, on 2013-02-20, the Kings acquire Toney Douglas, and relinquish Francisco Garcia",FALSE,FALSE,"Kings, Rockets"
"Toney DouglasTyler Honeycutt","2013-02-20","Toney Douglas","Tyler Honeycutt","Kings","trade with Rockets","In a trade with the Rockets, on 2013-02-20, the Kings acquire Toney Douglas, and relinquish Tyler Honeycutt",FALSE,FALSE,"Kings, Rockets"
"free agencyRonnie Pricewaived2013-02-21","2013-02-21","free agency","Ronnie Price","Blazers","waived","On 2013-02-21, Ronnie Price is waived by Blazers",FALSE,FALSE,"Blazers"
"Eric MaynorGiorgos Printezis","2013-02-21","Eric Maynor","Giorgos Printezis","Blazers","trade with Thunder","In a trade with the Thunder, on 2013-02-21, the Blazers acquire Eric Maynor, and relinquish rights to Giorgos Printezis",FALSE,TRUE,"Blazers, Thunder"
"cashEric Maynor","2013-02-21","Eric Maynor","cash","Blazers","trade with Thunder","In a trade with the Thunder, on 2013-02-21, the Blazers acquire Eric Maynor, and relinquish cash",FALSE,FALSE,"Blazers, Thunder"
"Doron LambJ.J. Redick","2013-02-21","J.J. Redick","Doron Lamb","Bucks","trade with Magic","In a trade with the Magic, on 2013-02-21, the Bucks acquire J.J. Redick, and relinquish Doron Lamb",FALSE,FALSE,"Bucks, Magic"
"Beno UdrihJ.J. Redick","2013-02-21","J.J. Redick","Beno Udrih","Bucks","trade with Magic","In a trade with the Magic, on 2013-02-21, the Bucks acquire J.J. Redick, and relinquish Beno Udrih",FALSE,FALSE,"Bucks, Magic"
"J.J. RedickTobias Harris","2013-02-21","J.J. Redick","Tobias Harris","Bucks","trade with Magic","In a trade with the Magic, on 2013-02-21, the Bucks acquire J.J. Redick, and relinquish Tobias Harris",FALSE,FALSE,"Bucks, Magic"
"Doron LambGustavo Ayon","2013-02-21","Gustavo Ayon","Doron Lamb","Bucks","trade with Magic","In a trade with the Magic, on 2013-02-21, the Bucks acquire Gustavo Ayon, and relinquish Doron Lamb",FALSE,FALSE,"Bucks, Magic"
"Beno UdrihGustavo Ayon","2013-02-21","Gustavo Ayon","Beno Udrih","Bucks","trade with Magic","In a trade with the Magic, on 2013-02-21, the Bucks acquire Gustavo Ayon, and relinquish Beno Udrih",FALSE,FALSE,"Bucks, Magic"
"Gustavo AyonTobias Harris","2013-02-21","Gustavo Ayon","Tobias Harris","Bucks","trade with Magic","In a trade with the Magic, on 2013-02-21, the Bucks acquire Gustavo Ayon, and relinquish Tobias Harris",FALSE,FALSE,"Bucks, Magic"
"Doron LambIshmael Smith / Ish Smith","2013-02-21","Ishmael Smith / Ish Smith","Doron Lamb","Bucks","trade with Magic","In a trade with the Magic, on 2013-02-21, the Bucks acquire Ishmael Smith / Ish Smith, and relinquish Doron Lamb",FALSE,FALSE,"Bucks, Magic"
"Beno UdrihIshmael Smith / Ish Smith","2013-02-21","Ishmael Smith / Ish Smith","Beno Udrih","Bucks","trade with Magic","In a trade with the Magic, on 2013-02-21, the Bucks acquire Ishmael Smith / Ish Smith, and relinquish Beno Udrih",FALSE,FALSE,"Bucks, Magic"
"Ishmael Smith / Ish SmithTobias Harris","2013-02-21","Ishmael Smith / Ish Smith","Tobias Harris","Bucks","trade with Magic","In a trade with the Magic, on 2013-02-21, the Bucks acquire Ishmael Smith / Ish Smith, and relinquish Tobias Harris",FALSE,FALSE,"Bucks, Magic"
"Jason CollinsJordan Crawford","2013-02-21","Jordan Crawford","Jason Collins","Celtics","trade with Wizards","In a trade with the Wizards, on 2013-02-21, the Celtics acquire Jordan Crawford, and relinquish Jason Collins",FALSE,FALSE,"Celtics, Wizards"
"Jordan CrawfordLeandro Barbosa","2013-02-21","Jordan Crawford","Leandro Barbosa","Celtics","trade with Wizards","In a trade with the Wizards, on 2013-02-21, the Celtics acquire Jordan Crawford, and relinquish Leandro Barbosa",FALSE,FALSE,"Celtics, Wizards"
"Dexter PittmanRicky Sanchez","2013-02-21","Dexter Pittman","Ricky Sanchez","Grizzlies","trade with Heat","In a trade with the Heat, on 2013-02-21, the Grizzlies acquire Dexter Pittman, and relinquish rights to Ricky Sanchez",FALSE,TRUE,"Grizzlies, Heat"
"Janis TimmaRicky Sanchez","2013-02-21","Janis Timma","Ricky Sanchez","Grizzlies","trade with Heat","In a trade with the Heat, on 2013-02-21, the Grizzlies acquire 2013 second round pick (#60-Janis Timma), and relinquish rights to Ricky Sanchez",TRUE,TRUE,"Grizzlies, Heat"
"cashRicky Sanchez","2013-02-21","cash","Ricky Sanchez","Grizzlies","trade with Heat","In a trade with the Heat, on 2013-02-21, the Grizzlies acquire cash, and relinquish rights to Ricky Sanchez",FALSE,TRUE,"Grizzlies, Heat"
"Anthony MorrowDahntay Jones","2013-02-21","Dahntay Jones","Anthony Morrow","Hawks","trade with Mavericks","In a trade with the Mavericks, on 2013-02-21, the Hawks acquire Dahntay Jones, and relinquish Anthony Morrow",FALSE,FALSE,"Hawks, Mavericks"
"future draft considerations (?)Jeremy Tyler","2013-02-21","Jeremy Tyler","future draft considerations (?)","Hawks","trade with Warriors","In a trade with the Warriors, on 2013-02-21, the Hawks acquire Jeremy Tyler, and relinquish future draft considerations (?)",FALSE,FALSE,"Hawks, Warriors"
"cashfuture draft considerations (?)","2013-02-21","cash","future draft considerations (?)","Hawks","trade with Warriors","In a trade with the Warriors, on 2013-02-21, the Hawks acquire cash, and relinquish future draft considerations (?)",FALSE,FALSE,"Hawks, Warriors"
"cashcash","2013-02-21","cash","cash","Hawks","trade with Warriors","In a trade with the Warriors, on 2013-02-21, the Hawks acquire cash, and relinquish cash",FALSE,FALSE,"Hawks, Warriors"
"Ronnie BrewerXavier Thames","2013-02-21","Xavier Thames","Ronnie Brewer","Knicks","trade with Thunder","In a trade with the Thunder, on 2013-02-21, the Knicks acquire 2014 second round pick (#59-Xavier Thames), and relinquish Ronnie Brewer",TRUE,FALSE,"Knicks, Thunder"
"cashRonnie Brewer","2013-02-21","cash","Ronnie Brewer","Knicks","trade with Thunder","In a trade with the Thunder, on 2013-02-21, the Knicks acquire cash, and relinquish Ronnie Brewer",FALSE,FALSE,"Knicks, Thunder"
"Hamed HaddadiSebastian Telfair","2013-02-21","Sebastian Telfair","Hamed Haddadi","Raptors","trade with Suns","In a trade with the Suns, on 2013-02-21, the Raptors acquire Sebastian Telfair, and relinquish Hamed Haddadi",FALSE,FALSE,"Raptors, Suns"
"Lamar PattersonSebastian Telfair","2013-02-21","Sebastian Telfair","Lamar Patterson","Raptors","trade with Suns","In a trade with the Suns, on 2013-02-21, the Raptors acquire Sebastian Telfair, and relinquish 2014 second round pick (less favorable of Kings pick (protected #56-#60), Raptors pick (protected top 36), else 2015 second round pick (more favorable of Raptors, Suns picks) (#48-Lamar Patterson)",TRUE,FALSE,"Raptors, Suns"
"Isaiah CanaanMarcus Morris","2013-02-21","Isaiah Canaan","Marcus Morris","Rockets","trade with Suns","In a trade with the Suns, on 2013-02-21, the Rockets acquire 2013 second round pick (#34-Isaiah Canaan), and relinquish Marcus Morris",TRUE,FALSE,"Rockets, Suns"
"free agencyLuke Zellerwaived2013-02-21","2013-02-21","free agency","Luke Zeller","Suns","waived","On 2013-02-21, Luke Zeller is waived by Suns",FALSE,FALSE,"Suns"
"Hakim WarrickJosh McRoberts","2013-02-21","Josh McRoberts","Hakim Warrick","Bobcats","trade with Magic","In a trade with the Magic, on 2013-02-21, the Bobcats acquire Josh McRoberts, and relinquish Hakim Warrick",FALSE,FALSE,"Bobcats, Magic"
"free agencyHakim Warrickwaived2013-02-21","2013-02-21","free agency","Hakim Warrick","Magic","waived","On 2013-02-21, Hakim Warrick is waived by Magic",FALSE,FALSE,"Magic"
"free agencyKenyon Martinsigned unrestricted free agent to a 10-day contract2013-02-23","2013-02-23","Kenyon Martin","free agency","Knicks","signed unrestricted free agent to a 10-day contract","On 2013-02-23, Kenyon Martin is signed as unrestricted free agent to a 10-day contract by Knicks",FALSE,FALSE,"Knicks"
"free agencyTim Ohlbrechtsigned free agent to a 3-year contract2013-02-25","2013-02-25","Tim Ohlbrecht","free agency","Rockets","signed free agent to a 3-year contract","On 2013-02-25, Tim Ohlbrecht is signed as free agent to a 3-year contract by Rockets",FALSE,FALSE,"Rockets"
"Derek Fisherfree agencysigned free agent for the remainder of the season2013-02-25","2013-02-25","Derek Fisher","free agency","Thunder","signed free agent for the remainder of the season","On 2013-02-25, Derek Fisher is signed as free agent for the remainder of the season by Thunder",FALSE,FALSE,"Thunder"
"D.J. Whitefree agencysigned unrestricted free agent to a 10-day contract2013-02-27","2013-02-27","D.J. White","free agency","Celtics","signed unrestricted free agent to a 10-day contract","On 2013-02-27, D.J. White is signed as unrestricted free agent to a 10-day contract by Celtics",FALSE,FALSE,"Celtics"
"free agencyShavlik Randolphsigned free agent to a 10-day contract2013-03-01","2013-03-01","Shavlik Randolph","free agency","Celtics","signed free agent to a 10-day contract","On 2013-03-01, Shavlik Randolph is signed as free agent to a 10-day contract by Celtics",FALSE,FALSE,"Celtics"
"Aaron Brooksfree agencywaived2013-03-01","2013-03-01","free agency","Aaron Brooks","Kings","waived","On 2013-03-01, Aaron Brooks is waived by Kings",FALSE,FALSE,"Kings"
"free agencyLouis Amundson / Lou Amundsonsigned free agent to a 10-day contract2013-03-02","2013-03-02","Louis Amundson / Lou Amundson","free agency","Bulls","signed free agent to a 10-day contract","On 2013-03-02, Louis Amundson / Lou Amundson is signed as free agent to a 10-day contract by Bulls",FALSE,FALSE,"Bulls"
"free agencyJuwan Howardsigned unrestricted free agent to a 10-day contract2013-03-02","2013-03-02","Juwan Howard","free agency","Heat","signed unrestricted free agent to a 10-day contract","On 2013-03-02, Juwan Howard is signed as unrestricted free agent to a 10-day contract by Heat",FALSE,FALSE,"Heat"
"free agencyHenry Simssigned free agent to a 10-day contract2013-03-03","2013-03-03","Henry Sims","free agency","Hornets","signed free agent to a 10-day contract","On 2013-03-03, Henry Sims is signed as free agent to a 10-day contract by Hornets",FALSE,FALSE,"Hornets"
"free agencyJosh Selbywaived2013-03-03","2013-03-03","free agency","Josh Selby","Cavaliers","waived","On 2013-03-03, Josh Selby is waived by Cavaliers",FALSE,FALSE,"Cavaliers"
"Aaron Brooksfree agencysigned free agent to a 2-year contract2013-03-05","2013-03-05","Aaron Brooks","free agency","Rockets","signed free agent to a 2-year contract","On 2013-03-05, Aaron Brooks is signed as free agent to a 2-year contract by Rockets",FALSE,FALSE,"Rockets"
"free agencyTyler Honeycuttwaived2013-03-05","2013-03-05","free agency","Tyler Honeycutt","Rockets","waived","On 2013-03-05, Tyler Honeycutt is waived by Rockets",FALSE,FALSE,"Rockets"
"free agencyJeremy Tylerwaived2013-03-06","2013-03-06","free agency","Jeremy Tyler","Hawks","waived","On 2013-03-06, Jeremy Tyler is waived by Hawks",FALSE,FALSE,"Hawks"
"free agencyShelvin Macksigned free agent to a 10-day contract2013-03-06","2013-03-06","Shelvin Mack","free agency","Hawks","signed free agent to a 10-day contract","On 2013-03-06, Shelvin Mack is signed as free agent to a 10-day contract by Hawks",FALSE,FALSE,"Hawks"
"free agencyMaalik Waynssigned free agent to a 10-day contract2013-03-08","2013-03-08","Maalik Wayns","free agency","Clippers","signed free agent to a 10-day contract","On 2013-03-08, Maalik Wayns is signed as free agent to a 10-day contract by Clippers",FALSE,FALSE,"Clippers"
"free agencyTerrel Harrissigned free agent to a 10-day contract2013-03-08","2013-03-08","Terrel Harris","free agency","Hornets","signed free agent to a 10-day contract","On 2013-03-08, Terrel Harris is signed as free agent to a 10-day contract by Hornets",FALSE,FALSE,"Hornets"
"free agencyMalcolm Thomas (b)signed free agent to a 10-day contract2013-03-08","2013-03-08","Malcolm Thomas (b)","free agency","Warriors","signed free agent to a 10-day contract","On 2013-03-08, Malcolm Thomas (b) is signed as free agent to a 10-day contract by Warriors",FALSE,FALSE,"Warriors"
"Dominique Jonesfree agencywaived2013-03-09","2013-03-09","free agency","Dominique Jones","Mavericks","waived","On 2013-03-09, Dominique Jones is waived by Mavericks",FALSE,FALSE,"Mavericks"
"free agencyTravis Lesliesigned free agent to a 10-day contract2013-03-10","2013-03-10","Travis Leslie","free agency","Jazz","signed free agent to a 10-day contract","On 2013-03-10, Travis Leslie is signed as free agent to a 10-day contract by Jazz",FALSE,FALSE,"Jazz"
"free agencyRaja Bellwaived2013-03-10","2013-03-10","free agency","Raja Bell","Jazz","waived","On 2013-03-10, Raja Bell is waived by Jazz",FALSE,FALSE,"Jazz"
"free agencyHenry Simswaived2013-03-12","2013-03-12","free agency","Henry Sims","Hornets","waived","On 2013-03-12, Henry Sims is waived by Hornets",FALSE,FALSE,"Hornets"
"free agencyLouis Amundson / Lou Amundsonwaived2013-03-12","2013-03-12","free agency","Louis Amundson / Lou Amundson","Bulls","waived","On 2013-03-12, Louis Amundson / Lou Amundson is waived by Bulls",FALSE,FALSE,"Bulls"
"free agencyLouis Amundson / Lou Amundsonsigned free agent for the remainder of the season2013-03-12","2013-03-12","Louis Amundson / Lou Amundson","free agency","Hornets","signed free agent for the remainder of the season","On 2013-03-12, Louis Amundson / Lou Amundson is signed as free agent for the remainder of the season by Hornets",FALSE,FALSE,"Hornets"
"free agencyJannero Pargosigned free agent to a 10-day contract2013-03-13","2013-03-13","Jannero Pargo","free agency","Bobcats","signed free agent to a 10-day contract","On 2013-03-13, Jannero Pargo is signed as free agent to a 10-day contract by Bobcats",FALSE,FALSE,"Bobcats"
"Chris Wright (c)free agencysigned free agent to a 10-day contract2013-03-13","2013-03-13","Chris Wright (c)","free agency","Mavericks","signed free agent to a 10-day contract","On 2013-03-13, Chris Wright (c) is signed as free agent to a 10-day contract by Mavericks",FALSE,FALSE,"Mavericks"
"free agencyTrey Thompkinswaived2013-03-14","2013-03-14","free agency","Trey Thompkins","Clippers","waived","On 2013-03-14, Trey Thompkins is waived by Clippers",FALSE,FALSE,"Clippers"
"DaJuan Summersfree agencysigned free agent to a 10-day contract2013-03-15","2013-03-15","DaJuan Summers","free agency","Clippers","signed free agent to a 10-day contract","On 2013-03-15, DaJuan Summers is signed as free agent to a 10-day contract by Clippers",FALSE,FALSE,"Clippers"
"free agencyMalcolm Thomas (b)waived2013-03-18","2013-03-18","free agency","Malcolm Thomas (b)","Warriors","waived","On 2013-03-18, Malcolm Thomas (b) is waived by Warriors",FALSE,FALSE,"Warriors"
"free agencyMalcolm Thomas (b)signed free agent to a 10-day contract2013-03-18","2013-03-18","Malcolm Thomas (b)","free agency","Bulls","signed free agent to a 10-day contract","On 2013-03-18, Malcolm Thomas (b) is signed as free agent to a 10-day contract by Bulls",FALSE,FALSE,"Bulls"
"free agencyTravis Lesliewaived2013-03-19","2013-03-19","free agency","Travis Leslie","Jazz","waived","On 2013-03-19, Travis Leslie is waived by Jazz",FALSE,FALSE,"Jazz"
"Chris Quinnfree agencysigned free agent for the remainder of the season / to a multi-year contract (R)2013-03-20","2013-03-20","Chris Quinn","free agency","Cavaliers","signed free agent for the remainder of the season / to a multi-year contract (R)","On 2013-03-20, Chris Quinn is signed as free agent for the remainder of the season / to a multi-year contract (R) by Cavaliers",FALSE,FALSE,"Cavaliers"
"Chris Wright (c)free agencywaived2013-03-23","2013-03-23","free agency","Chris Wright (c)","Mavericks","waived","On 2013-03-23, Chris Wright (c) is waived by Mavericks",FALSE,FALSE,"Mavericks"
"free agencyJustin Dentmonsigned free agent to a 10-day contract2013-03-25","2013-03-25","Justin Dentmon","free agency","Mavericks","signed free agent to a 10-day contract","On 2013-03-25, Justin Dentmon is signed as free agent to a 10-day contract by Mavericks",FALSE,FALSE,"Mavericks"
"free agencyJerel McNealsigned free agent to a 10-day contract2013-03-27","2013-03-27","Jerel McNeal","free agency","Jazz","signed free agent to a 10-day contract","On 2013-03-27, Jerel McNeal is signed as free agent to a 10-day contract by Jazz",FALSE,FALSE,"Jazz"
"free agencyJeremy Pargowaived2013-04-01","2013-04-01","free agency","Jeremy Pargo","76ers","waived","On 2013-04-01, Jeremy Pargo is waived by 76ers",FALSE,FALSE,"76ers"
"free agencyJustin Holidaysigned free agent for the remainder of the season / multi-year contract (R)2013-04-01","2013-04-01","Justin Holiday","free agency","76ers","signed free agent for the remainder of the season / multi-year contract (R)","On 2013-04-01, Justin Holiday is signed as free agent for the remainder of the season / multi-year contract (R) by 76ers",FALSE,FALSE,"76ers"
"free agencyKris Josephsigned free agent to a 10-day contract2013-04-02","2013-04-02","Kris Joseph","free agency","Nets","signed free agent to a 10-day contract","On 2013-04-02, Kris Joseph is signed as free agent to a 10-day contract by Nets",FALSE,FALSE,"Nets"
