"date","from","to","action_team","notes","edge_label","pick_involved"
"2010-07-19","Jon Brockman","Darnell Jackson","Bucks","trade with Kings","On 2010-07-19, Bucks make trade with Kings for Jon Brockman, and in exhchange give Darnell Jackson to them.",FALSE
"2010-07-19","Jon Brockman","2011 pick (#60-Isaiah Thomas)","Bucks","trade with Kings","On 2010-07-19, Bucks make trade with Kings for Jon Brockman, and in exhchange give 2011 pick (#60-Isaiah Thomas) to them.",TRUE
"2010-07-22","C.J. Watson","2011 pick (#44-Charles Jenkins)","Bulls","trade with Warriors","On 2010-07-22, Bulls make trade with Warriors for C.J. Watson, and in exhchange give 2011 pick (#44-Charles Jenkins) to them.",TRUE
"2010-07-22","C.J. Watson","trade exception","Bulls","trade with Warriors","On 2010-07-22, Bulls make trade with Warriors for C.J. Watson, and in exhchange give trade exception to them.",FALSE
"2010-07-26","Ramon Sessions","Delonte West","Cavaliers","trade with Timberwolves","On 2010-07-26, Cavaliers make trade with Timberwolves for Ramon Sessions, and in exhchange give Delonte West to them.",FALSE
"2010-07-26","Ramon Sessions","Sebastian Telfair","Cavaliers","trade with Timberwolves","On 2010-07-26, Cavaliers make trade with Timberwolves for Ramon Sessions, and in exhchange give Sebastian Telfair to them.",FALSE
"2010-07-26","Ryan Hollins","Delonte West","Cavaliers","trade with Timberwolves","On 2010-07-26, Cavaliers make trade with Timberwolves for Ryan Hollins, and in exhchange give Delonte West to them.",FALSE
"2010-07-26","Ryan Hollins","Sebastian Telfair","Cavaliers","trade with Timberwolves","On 2010-07-26, Cavaliers make trade with Timberwolves for Ryan Hollins, and in exhchange give Sebastian Telfair to them.",FALSE
"2010-07-26","2013 pick (#39-Jeff Withey)","Delonte West","Cavaliers","trade with Timberwolves","On 2010-07-26, Cavaliers make trade with Timberwolves for 2013 pick (#39-Jeff Withey), and in exhchange give Delonte West to them.",TRUE
"2010-07-26","2013 pick (#39-Jeff Withey)","Sebastian Telfair","Cavaliers","trade with Timberwolves","On 2010-07-26, Cavaliers make trade with Timberwolves for 2013 pick (#39-Jeff Withey), and in exhchange give Sebastian Telfair to them.",TRUE
"2010-08-11","Marco Belinelli","Julian Wright","Hornets","trade with Raptors","On 2010-08-11, Hornets make trade with Raptors for Marco Belinelli, and in exhchange give Julian Wright to them.",FALSE
"2010-08-11","Trevor Ariza","Darren Collison","Hornets","4-team trade with Nets, Pacers, Rockets","On 2010-08-11, Hornets make 4-team trade with Nets, Pacers, Rockets for Trevor Ariza, and in exhchange give Darren Collison to them.",FALSE
"2010-08-11","Trevor Ariza","James Posey","Hornets","4-team trade with Nets, Pacers, Rockets","On 2010-08-11, Hornets make 4-team trade with Nets, Pacers, Rockets for Trevor Ariza, and in exhchange give James Posey to them.",FALSE
"2010-08-11","Troy Murphy","Courtney Lee","Nets","4-team trade with Hornets, Pacers, Rockets","On 2010-08-11, Nets make 4-team trade with Hornets, Pacers, Rockets for Troy Murphy, and in exhchange give Courtney Lee to them.",FALSE
"2010-08-11","Darren Collison","Troy Murphy","Pacers","4-team trade with Hornets, Nets, Rockets","On 2010-08-11, Pacers make 4-team trade with Hornets, Nets, Rockets for Darren Collison, and in exhchange give Troy Murphy to them.",FALSE
"2010-08-11","James Posey","Troy Murphy","Pacers","4-team trade with Hornets, Nets, Rockets","On 2010-08-11, Pacers make 4-team trade with Hornets, Nets, Rockets for James Posey, and in exhchange give Troy Murphy to them.",FALSE
"2010-08-11","Courtney Lee","Trevor Ariza","Rockets","4-team trade with Hornets, Nets, Pacers","On 2010-08-11, Rockets make 4-team trade with Hornets, Nets, Pacers for Courtney Lee, and in exhchange give Trevor Ariza to them.",FALSE
"2010-09-23","Craig Brackins","Willie Green","76ers","trade with Hornets","On 2010-09-23, 76ers make trade with Hornets for Craig Brackins, and in exhchange give Willie Green to them.",FALSE
"2010-09-23","Craig Brackins","Jason Smith","76ers","trade with Hornets","On 2010-09-23, 76ers make trade with Hornets for Craig Brackins, and in exhchange give Jason Smith to them.",FALSE
"2010-09-23","Craig Brackins","2011 pick (#45-Josh Harrellson)","76ers","trade with Hornets","On 2010-09-23, 76ers make trade with Hornets for Craig Brackins, and in exhchange give 2011 pick (#45-Josh Harrellson) to them.",TRUE
"2010-09-23","Darius Songaila","Willie Green","76ers","trade with Hornets","On 2010-09-23, 76ers make trade with Hornets for Darius Songaila, and in exhchange give Willie Green to them.",FALSE
"2010-09-23","Darius Songaila","Jason Smith","76ers","trade with Hornets","On 2010-09-23, 76ers make trade with Hornets for Darius Songaila, and in exhchange give Jason Smith to them.",FALSE
"2010-09-23","Darius Songaila","2011 pick (#45-Josh Harrellson)","76ers","trade with Hornets","On 2010-09-23, 76ers make trade with Hornets for Darius Songaila, and in exhchange give 2011 pick (#45-Josh Harrellson) to them.",TRUE
"2010-09-23","2011 pick (#50-Lavoy Allen)","Willie Green","76ers","trade with Hornets","On 2010-09-23, 76ers make trade with Hornets for 2011 pick (#50-Lavoy Allen), and in exhchange give Willie Green to them.",TRUE
"2010-09-23","2011 pick (#50-Lavoy Allen)","Jason Smith","76ers","trade with Hornets","On 2010-09-23, 76ers make trade with Hornets for 2011 pick (#50-Lavoy Allen), and in exhchange give Jason Smith to them.",TRUE
"2010-09-23","2011 pick (#50-Lavoy Allen)","2011 pick (#45-Josh Harrellson)","76ers","trade with Hornets","On 2010-09-23, 76ers make trade with Hornets for 2011 pick (#50-Lavoy Allen), and in exhchange give 2011 pick (#45-Josh Harrellson) to them.",TRUE
"2010-10-18","Curtis Jerrells","2014 pick (#58-Jordan McRae)","Hornets","trade with Spurs","On 2010-10-18, Hornets make trade with Spurs for Curtis Jerrells, and in exhchange give 2014 pick (#58-Jordan McRae) to them.",TRUE
"2010-11-20","David Andersen","Jerryd Bayless","Hornets","trade with Raptors","On 2010-11-20, Hornets make trade with Raptors for David Andersen, and in exhchange give Jerryd Bayless to them.",FALSE
"2010-11-20","David Andersen","Predrag Stojakovic / Peja Stojakovic","Hornets","trade with Raptors","On 2010-11-20, Hornets make trade with Raptors for David Andersen, and in exhchange give Predrag Stojakovic / Peja Stojakovic to them.",FALSE
"2010-11-20","Marcus Banks","Jerryd Bayless","Hornets","trade with Raptors","On 2010-11-20, Hornets make trade with Raptors for Marcus Banks, and in exhchange give Jerryd Bayless to them.",FALSE
"2010-11-20","Marcus Banks","Predrag Stojakovic / Peja Stojakovic","Hornets","trade with Raptors","On 2010-11-20, Hornets make trade with Raptors for Marcus Banks, and in exhchange give Predrag Stojakovic / Peja Stojakovic to them.",FALSE
"2010-11-20","Jarrett Jack","Jerryd Bayless","Hornets","trade with Raptors","On 2010-11-20, Hornets make trade with Raptors for Jarrett Jack, and in exhchange give Jerryd Bayless to them.",FALSE
"2010-11-20","Jarrett Jack","Predrag Stojakovic / Peja Stojakovic","Hornets","trade with Raptors","On 2010-11-20, Hornets make trade with Raptors for Jarrett Jack, and in exhchange give Predrag Stojakovic / Peja Stojakovic to them.",FALSE
"2010-12-15","Joe Smith","Sasha Vujacic","Lakers","3-team trade with Nets, Rockets","On 2010-12-15, Lakers make 3-team trade with Nets, Rockets for Joe Smith, and in exhchange give Sasha Vujacic to them.",FALSE
"2010-12-15","rights to Sergei Lishouk / Sergei Lishchuk","Sasha Vujacic","Lakers","3-team trade with Nets, Rockets","On 2010-12-15, Lakers make 3-team trade with Nets, Rockets for rights to Sergei Lishouk / Sergei Lishchuk, and in exhchange give Sasha Vujacic to them.",FALSE
"2010-12-15","2011 pick (#41-Darius Morris)","Sasha Vujacic","Lakers","3-team trade with Nets, Rockets","On 2010-12-15, Lakers make 3-team trade with Nets, Rockets for 2011 pick (#41-Darius Morris), and in exhchange give Sasha Vujacic to them.",TRUE
"2010-12-15","2012 pick (#60-Robert Sacre)","Sasha Vujacic","Lakers","3-team trade with Nets, Rockets","On 2010-12-15, Lakers make 3-team trade with Nets, Rockets for 2012 pick (#60-Robert Sacre), and in exhchange give Sasha Vujacic to them.",TRUE
"2010-12-15","Sasha Vujacic","Terrence Williams","Nets","3-team trade with Lakers, Rockets","On 2010-12-15, Nets make 3-team trade with Lakers, Rockets for Sasha Vujacic, and in exhchange give Terrence Williams to them.",FALSE
"2010-12-15","Terrence Williams","rights to Sergei Lishouk / Sergei Lishchuk","Rockets","3-team trade with Lakers, Nets","On 2010-12-15, Rockets make 3-team trade with Lakers, Nets for Terrence Williams, and in exhchange give rights to Sergei Lishouk / Sergei Lishchuk to them.",FALSE
"2010-12-18","Gilbert Arenas","Rashard Lewis","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Gilbert Arenas, and in exhchange give Rashard Lewis to them.",FALSE
"2010-12-18","Gilbert Arenas","Vince Carter","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Gilbert Arenas, and in exhchange give Vince Carter to them.",FALSE
"2010-12-18","Gilbert Arenas","Mickael Pietrus","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Gilbert Arenas, and in exhchange give Mickael Pietrus to them.",FALSE
"2010-12-18","Gilbert Arenas","Marcin Gortat","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Gilbert Arenas, and in exhchange give Marcin Gortat to them.",FALSE
"2010-12-18","Gilbert Arenas","2011 pick (#23-Nikola Mirotic)","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Gilbert Arenas, and in exhchange give 2011 pick (#23-Nikola Mirotic) to them.",TRUE
"2010-12-18","Gilbert Arenas","cash","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Gilbert Arenas, and in exhchange give cash to them.",FALSE
"2010-12-18","Jason Richardson","Rashard Lewis","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Jason Richardson, and in exhchange give Rashard Lewis to them.",FALSE
"2010-12-18","Jason Richardson","Vince Carter","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Jason Richardson, and in exhchange give Vince Carter to them.",FALSE
"2010-12-18","Jason Richardson","Mickael Pietrus","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Jason Richardson, and in exhchange give Mickael Pietrus to them.",FALSE
"2010-12-18","Jason Richardson","Marcin Gortat","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Jason Richardson, and in exhchange give Marcin Gortat to them.",FALSE
"2010-12-18","Jason Richardson","2011 pick (#23-Nikola Mirotic)","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Jason Richardson, and in exhchange give 2011 pick (#23-Nikola Mirotic) to them.",TRUE
"2010-12-18","Jason Richardson","cash","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Jason Richardson, and in exhchange give cash to them.",FALSE
"2010-12-18","Hidayet Turkoglu / Hedo Turkoglu","Rashard Lewis","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Hidayet Turkoglu / Hedo Turkoglu, and in exhchange give Rashard Lewis to them.",FALSE
"2010-12-18","Hidayet Turkoglu / Hedo Turkoglu","Vince Carter","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Hidayet Turkoglu / Hedo Turkoglu, and in exhchange give Vince Carter to them.",FALSE
"2010-12-18","Hidayet Turkoglu / Hedo Turkoglu","Mickael Pietrus","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Hidayet Turkoglu / Hedo Turkoglu, and in exhchange give Mickael Pietrus to them.",FALSE
"2010-12-18","Hidayet Turkoglu / Hedo Turkoglu","Marcin Gortat","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Hidayet Turkoglu / Hedo Turkoglu, and in exhchange give Marcin Gortat to them.",FALSE
"2010-12-18","Hidayet Turkoglu / Hedo Turkoglu","2011 pick (#23-Nikola Mirotic)","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Hidayet Turkoglu / Hedo Turkoglu, and in exhchange give 2011 pick (#23-Nikola Mirotic) to them.",TRUE
"2010-12-18","Earl Clark","Rashard Lewis","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Earl Clark, and in exhchange give Rashard Lewis to them.",FALSE
"2010-12-18","Earl Clark","Vince Carter","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Earl Clark, and in exhchange give Vince Carter to them.",FALSE
"2010-12-18","Earl Clark","Mickael Pietrus","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Earl Clark, and in exhchange give Mickael Pietrus to them.",FALSE
"2010-12-18","Earl Clark","Marcin Gortat","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Earl Clark, and in exhchange give Marcin Gortat to them.",FALSE
"2010-12-18","Earl Clark","2011 pick (#23-Nikola Mirotic)","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Earl Clark, and in exhchange give 2011 pick (#23-Nikola Mirotic) to them.",TRUE
"2010-12-18","Earl Clark","cash","Magic","3-team trade with Suns, Wizards","On 2010-12-18, Magic make 3-team trade with Suns, Wizards for Earl Clark, and in exhchange give cash to them.",FALSE
"2011-01-24","rights to Giorgos Printezis","Alexis Ajinca / Alex Ajinca","Mavericks","trade with Raptors","On 2011-01-24, Mavericks make trade with Raptors for rights to Giorgos Printezis, and in exhchange give Alexis Ajinca / Alex Ajinca to them.",FALSE
"2011-01-24","rights to Giorgos Printezis","2013 pick (#41-Jamaal Franklin)","Mavericks","trade with Raptors","On 2011-01-24, Mavericks make trade with Raptors for rights to Giorgos Printezis, and in exhchange give 2013 pick (#41-Jamaal Franklin) to them.",TRUE
"2011-01-24","rights to Giorgos Printezis","cash","Mavericks","trade with Raptors","On 2011-01-24, Mavericks make trade with Raptors for rights to Giorgos Printezis, and in exhchange give cash to them.",FALSE
"2011-02-22","2011 pick (#28-Norris Cole (a))","James Johnson","Bulls","trade with Raptors","On 2011-02-22, Bulls make trade with Raptors for 2011 pick (#28-Norris Cole (a)), and in exhchange give James Johnson to them.",TRUE
"2011-02-22","Carmelo Anthony","Wilson Chandler","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Carmelo Anthony, and in exhchange give Wilson Chandler to them.",FALSE
"2011-02-22","Carmelo Anthony","Raymond Felton","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Carmelo Anthony, and in exhchange give Raymond Felton to them.",FALSE
"2011-02-22","Carmelo Anthony","Danilo Gallinari","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Carmelo Anthony, and in exhchange give Danilo Gallinari to them.",FALSE
"2011-02-22","Carmelo Anthony","Kosta Koufos","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Carmelo Anthony, and in exhchange give Kosta Koufos to them.",FALSE
"2011-02-22","Carmelo Anthony","Timofey Mozgov","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Carmelo Anthony, and in exhchange give Timofey Mozgov to them.",FALSE
"2011-02-22","Carmelo Anthony","Eddy Curry","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Carmelo Anthony, and in exhchange give Eddy Curry to them.",FALSE
"2011-02-22","Carmelo Anthony","2012 pick (#38-Quincy Miller)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Carmelo Anthony, and in exhchange give 2012 pick (#38-Quincy Miller) to them.",TRUE
"2011-02-22","Carmelo Anthony","2013 pick (#51-Romero Osby)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Carmelo Anthony, and in exhchange give 2013 pick (#51-Romero Osby) to them.",TRUE
"2011-02-22","Carmelo Anthony","2014 pick (#12-Dario Saric)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Carmelo Anthony, and in exhchange give 2014 pick (#12-Dario Saric) to them.",TRUE
"2011-02-22","Carmelo Anthony","2016 pick (#7-Jamal Murray)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Carmelo Anthony, and in exhchange give 2016 pick (#7-Jamal Murray) to them.",TRUE
"2011-02-22","Carmelo Anthony","cash","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Carmelo Anthony, and in exhchange give cash to them.",FALSE
"2011-02-22","Chauncey Billups","Wilson Chandler","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Chauncey Billups, and in exhchange give Wilson Chandler to them.",FALSE
"2011-02-22","Chauncey Billups","Raymond Felton","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Chauncey Billups, and in exhchange give Raymond Felton to them.",FALSE
"2011-02-22","Chauncey Billups","Danilo Gallinari","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Chauncey Billups, and in exhchange give Danilo Gallinari to them.",FALSE
"2011-02-22","Chauncey Billups","Kosta Koufos","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Chauncey Billups, and in exhchange give Kosta Koufos to them.",FALSE
"2011-02-22","Chauncey Billups","Timofey Mozgov","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Chauncey Billups, and in exhchange give Timofey Mozgov to them.",FALSE
"2011-02-22","Chauncey Billups","Eddy Curry","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Chauncey Billups, and in exhchange give Eddy Curry to them.",FALSE
"2011-02-22","Chauncey Billups","2012 pick (#38-Quincy Miller)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Chauncey Billups, and in exhchange give 2012 pick (#38-Quincy Miller) to them.",TRUE
"2011-02-22","Chauncey Billups","2013 pick (#51-Romero Osby)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Chauncey Billups, and in exhchange give 2013 pick (#51-Romero Osby) to them.",TRUE
"2011-02-22","Chauncey Billups","2014 pick (#12-Dario Saric)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Chauncey Billups, and in exhchange give 2014 pick (#12-Dario Saric) to them.",TRUE
"2011-02-22","Chauncey Billups","2016 pick (#7-Jamal Murray)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Chauncey Billups, and in exhchange give 2016 pick (#7-Jamal Murray) to them.",TRUE
"2011-02-22","Chauncey Billups","cash","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Chauncey Billups, and in exhchange give cash to them.",FALSE
"2011-02-22","Renaldo Balkman","Wilson Chandler","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Renaldo Balkman, and in exhchange give Wilson Chandler to them.",FALSE
"2011-02-22","Renaldo Balkman","Raymond Felton","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Renaldo Balkman, and in exhchange give Raymond Felton to them.",FALSE
"2011-02-22","Renaldo Balkman","Danilo Gallinari","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Renaldo Balkman, and in exhchange give Danilo Gallinari to them.",FALSE
"2011-02-22","Renaldo Balkman","Kosta Koufos","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Renaldo Balkman, and in exhchange give Kosta Koufos to them.",FALSE
"2011-02-22","Renaldo Balkman","Timofey Mozgov","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Renaldo Balkman, and in exhchange give Timofey Mozgov to them.",FALSE
"2011-02-22","Renaldo Balkman","Eddy Curry","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Renaldo Balkman, and in exhchange give Eddy Curry to them.",FALSE
"2011-02-22","Renaldo Balkman","2012 pick (#38-Quincy Miller)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Renaldo Balkman, and in exhchange give 2012 pick (#38-Quincy Miller) to them.",TRUE
"2011-02-22","Renaldo Balkman","2013 pick (#51-Romero Osby)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Renaldo Balkman, and in exhchange give 2013 pick (#51-Romero Osby) to them.",TRUE
"2011-02-22","Renaldo Balkman","2014 pick (#12-Dario Saric)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Renaldo Balkman, and in exhchange give 2014 pick (#12-Dario Saric) to them.",TRUE
"2011-02-22","Renaldo Balkman","2016 pick (#7-Jamal Murray)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Renaldo Balkman, and in exhchange give 2016 pick (#7-Jamal Murray) to them.",TRUE
"2011-02-22","Renaldo Balkman","cash","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Renaldo Balkman, and in exhchange give cash to them.",FALSE
"2011-02-22","Anthony Carter","Wilson Chandler","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Anthony Carter, and in exhchange give Wilson Chandler to them.",FALSE
"2011-02-22","Anthony Carter","Raymond Felton","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Anthony Carter, and in exhchange give Raymond Felton to them.",FALSE
"2011-02-22","Anthony Carter","Danilo Gallinari","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Anthony Carter, and in exhchange give Danilo Gallinari to them.",FALSE
"2011-02-22","Anthony Carter","Kosta Koufos","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Anthony Carter, and in exhchange give Kosta Koufos to them.",FALSE
"2011-02-22","Anthony Carter","Timofey Mozgov","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Anthony Carter, and in exhchange give Timofey Mozgov to them.",FALSE
"2011-02-22","Anthony Carter","Eddy Curry","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Anthony Carter, and in exhchange give Eddy Curry to them.",FALSE
"2011-02-22","Anthony Carter","2012 pick (#38-Quincy Miller)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Anthony Carter, and in exhchange give 2012 pick (#38-Quincy Miller) to them.",TRUE
"2011-02-22","Anthony Carter","2013 pick (#51-Romero Osby)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Anthony Carter, and in exhchange give 2013 pick (#51-Romero Osby) to them.",TRUE
"2011-02-22","Anthony Carter","2014 pick (#12-Dario Saric)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Anthony Carter, and in exhchange give 2014 pick (#12-Dario Saric) to them.",TRUE
"2011-02-22","Anthony Carter","2016 pick (#7-Jamal Murray)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Anthony Carter, and in exhchange give 2016 pick (#7-Jamal Murray) to them.",TRUE
"2011-02-22","Anthony Carter","cash","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Anthony Carter, and in exhchange give cash to them.",FALSE
"2011-02-22","Shelden Williams","Wilson Chandler","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Shelden Williams, and in exhchange give Wilson Chandler to them.",FALSE
"2011-02-22","Shelden Williams","Raymond Felton","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Shelden Williams, and in exhchange give Raymond Felton to them.",FALSE
"2011-02-22","Shelden Williams","Danilo Gallinari","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Shelden Williams, and in exhchange give Danilo Gallinari to them.",FALSE
"2011-02-22","Shelden Williams","Kosta Koufos","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Shelden Williams, and in exhchange give Kosta Koufos to them.",FALSE
"2011-02-22","Shelden Williams","Timofey Mozgov","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Shelden Williams, and in exhchange give Timofey Mozgov to them.",FALSE
"2011-02-22","Shelden Williams","Eddy Curry","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Shelden Williams, and in exhchange give Eddy Curry to them.",FALSE
"2011-02-22","Shelden Williams","2012 pick (#38-Quincy Miller)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Shelden Williams, and in exhchange give 2012 pick (#38-Quincy Miller) to them.",TRUE
"2011-02-22","Shelden Williams","2013 pick (#51-Romero Osby)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Shelden Williams, and in exhchange give 2013 pick (#51-Romero Osby) to them.",TRUE
